                                                     car;area;uf;mun;modulo_fiscal;tipo_imovel;situacao;condicao                                                     
 PA-1500107-A9CF98B853614FD8ADC1A215618A297D;10.2813;PA;Abaetetuba;0.1469;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-6672E8BBA854450B9E13433E8667EA17;3.9962;PA;Abaetetuba;0.0571;IRU;AT;Aguardando analise
 PA-1500107-A960E54874CF41C6A818BE4BEF059A9C;13.2172;PA;Abaetetuba;0.1888;IRU;AT;Aguardando analise
 PA-1500107-733044AED5AB4453A5B5A35AA8F04A12;57.8899;PA;Abaetetuba;0.8270;IRU;AT;Aguardando analise
 PA-1500107-CB2A1DF50912494987E4479BCB69E0E3;1.6296;PA;Abaetetuba;0.0233;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-CF7B64F3180040A0B20F3A2E687384E9;2.7682;PA;Abaetetuba;0.0395;IRU;AT;Aguardando analise
 PA-1500107-8B1EF9A00E434B04A642196AE2E3DB66;30.1449;PA;Abaetetuba;0.4306;IRU;AT;Aguardando analise
 PA-1500107-47F5DBCB747A4D7AA03FF546CAAB7B91;0.8098;PA;Abaetetuba;0.0116;IRU;AT;Aguardando analise
 PA-1500107-61491CB6CE8E44D7927EE567753BA2BE;9.3640;PA;Abaetetuba;0.1338;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-8747063B520C48418952F8960FE17054;6.6811;PA;Abaetetuba;0.0954;IRU;AT;Aguardando analise
 PA-1500107-87694EC885C4421CA80B7AD974EA6386;23.6890;PA;Abaetetuba;0.3384;IRU;AT;Aguardando analise
 PA-1500107-A227B9052CA74AD8B0EB2D9922F6D951;3.9862;PA;Abaetetuba;0.0569;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-AAB3697A9D0F4CCDA7425DC9ECEEE2F3;29.1709;PA;Abaetetuba;0.4167;IRU;AT;Aguardando analise
 PA-1500107-ED9DAD582496409B9263AD01C9EB832B;3.9294;PA;Abaetetuba;0.0561;IRU;AT;Aguardando analise
 PA-1500107-38CF869AEF8046C0835C277B416F4955;3.1051;PA;Abaetetuba;0.0444;IRU;AT;Aguardando analise
 PA-1500107-899B033513034E27B8FDC1736C448184;24.5640;PA;Abaetetuba;0.3509;IRU;AT;Aguardando analise
 PA-1500107-A379EFDB32894EF4BC7498C88EC62EEC;55.1439;PA;Abaetetuba;0.7878;IRU;AT;Aguardando analise
 PA-1500107-BA3BF7C8D12F423CB4E280D2C8C5EC39;0.9101;PA;Abaetetuba;0.0130;IRU;AT;Aguardando analise
 PA-1500107-7D6929439C86447EB566012585C4988C;8.7022;PA;Abaetetuba;0.1243;IRU;AT;Aguardando analise
 PA-1500107-44F1A64C87454DF9B3AE636FF15B860C;19.9857;PA;Abaetetuba;0.2855;IRU;AT;Aguardando analise
 PA-1500107-569C627A8D7443B190550F2A3E6BFB58;1.9928;PA;Abaetetuba;0.0285;IRU;AT;Aguardando analise
 PA-1500107-C74C6A43BCFE495EA27A4F8EF8C831BA;5.4196;PA;Abaetetuba;0.0774;IRU;AT;Aguardando analise
 PA-1500107-4B35CB0CF31B416394F146FFE05B9348;0.2882;PA;Abaetetuba;0.0041;IRU;AT;Aguardando analise
 PA-1500107-C1FEF14DB9DB4BC7AC7F0699CF5F282B;14.8846;PA;Abaetetuba;0.2126;IRU;AT;Aguardando analise
 PA-1500107-EE227C0E969A4609B08CA36193A801BF;2.9409;PA;Abaetetuba;0.0420;IRU;AT;Aguardando analise
 PA-1500107-1292B0DF881146B197E3E29698180BF4;2.8099;PA;Abaetetuba;0.0401;IRU;AT;Aguardando analise
 PA-1500107-E6519C68CB7F48EFBB7405DA15C115E8;4.3198;PA;Abaetetuba;0.0617;IRU;AT;Aguardando analise
 PA-1500107-088354E548E24C44A80E571F63B6C33F;15.2882;PA;Abaetetuba;0.2184;IRU;AT;Aguardando analise
 PA-1500107-5EB5A7FC448E48E3B2A3FE5745C2D77C;14.5208;PA;Abaetetuba;0.2074;IRU;AT;Aguardando analise
 PA-1500107-A1F07FA6D64E4612BD0148651CFC8559;14.1568;PA;Abaetetuba;0.2022;IRU;AT;Aguardando analise
 PA-1500107-98A45D03C9024061B57C1511A2CDF141;7.2920;PA;Abaetetuba;0.1042;IRU;AT;Aguardando analise
 PA-1500107-ADA8E1E71D98429CA0DEB47F9AA0D512;24.8443;PA;Abaetetuba;0.3549;IRU;AT;Aguardando analise
 PA-1500107-F454E8D96B114B20A9196AC9C1BBBE92;34.7879;PA;Abaetetuba;0.4970;IRU;AT;Aguardando analise
 PA-1500107-B49C331E16374676AA28AA3E67E03802;6.7532;PA;Abaetetuba;0.0965;IRU;AT;Aguardando analise
 PA-1500107-3DAE1ADA85044746806B664202229D2F;26.8332;PA;Abaetetuba;0.3833;IRU;AT;Aguardando analise
 PA-1500107-E557C1E5C2C74237A9CEA4521EB28E74;2.4620;PA;Abaetetuba;0.0352;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-AA8C6C51C5F54163A715B5F254C481BD;7.1910;PA;Abaetetuba;0.1027;IRU;AT;Aguardando analise
 PA-1500107-40DBE143CCB6429288BD6DD73DCC2122;4.4469;PA;Abaetetuba;0.0635;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-6C5EB02ABEF94102AD0DE824E6BE782A;15.7758;PA;Abaetetuba;0.2254;IRU;AT;Aguardando analise
 PA-1500107-E2387F5637BE4EF287E446473F97DF75;17.8567;PA;Abaetetuba;0.2551;IRU;AT;Aguardando analise
 PA-1500107-EEA108784434498399848ED91E5A624F;24.8180;PA;Abaetetuba;0.3545;IRU;AT;Aguardando analise
 PA-1500107-5C562E34EB31448BAFA97CF9BDD19E57;1.0676;PA;Abaetetuba;0.0153;IRU;AT;Aguardando analise
 PA-1500107-D9DD8546A7F64C04ABC4E46793BED2B2;22.3177;PA;Abaetetuba;0.3188;IRU;AT;Aguardando analise
 PA-1500107-B5A81F71603F410D8B1D5D7C317DD208;35.5500;PA;Abaetetuba;0.5079;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-1FFFCCCD500E47CF838589A50812CEC2;0.1367;PA;Abaetetuba;0.0020;IRU;AT;Aguardando analise
 PA-1500107-34498FD8A950441A82DA639A1B00DE58;102.6636;PA;Abaetetuba;1.4666;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-719FBDD448BF41ECB9CCCA4413318D35;40.4822;PA;Abaetetuba;0.5783;IRU;AT;Aguardando analise
 PA-1500107-8877949802124D888B4B274FEAC31007;21.8711;PA;Abaetetuba;0.3124;IRU;AT;Aguardando analise
 PA-1500107-A9DCA9B9881146109D96FCCE77507689;29.6508;PA;Abaetetuba;0.4236;IRU;AT;Aguardando analise
 PA-1500107-88B1651A6F544F56811388D5124A58CE;17.9572;PA;Abaetetuba;0.2565;IRU;AT;Aguardando analise
 PA-1500107-114F5D2A9A8E447D803B5A1F94BFF5CA;16.4253;PA;Abaetetuba;0.2346;IRU;AT;Aguardando analise
 PA-1500107-F10095A281CF45218FB484EA56BEDD16;16.7190;PA;Abaetetuba;0.2388;IRU;AT;Aguardando analise
 PA-1500107-54E79D3988214384B81E0261174EAB68;41.5068;PA;Abaetetuba;0.5930;IRU;PE;Aguardando análise, não passível de revisão de dados
 PA-1500107-BB0F40D65103421C81002CBAA94C35A7;218.7682;PA;Abaetetuba;3.1253;IRU;PE;Analisado com pendências, aguardando retificação
 PA-1500107-0CEAB0E255BC4D8FA0614D2A9E723753;13.8810;PA;Abaetetuba;0.1983;IRU;AT;Aguardando analise
 PA-1500107-F8BE902332724669979711BC850F6905;6.0316;PA;Abaetetuba;0.0862;IRU;AT;Aguardando analise
 PA-1500107-8D969ACD1B834166A6F0759AF35B09AB;78.2585;PA;Abaetetuba;1.1180;IRU;AT;Aguardando analise
 PA-1500107-4B9C909D0CEC45A187103D8D8BF31368;0.3087;PA;Abaetetuba;0.0044;IRU;AT;Aguardando analise
 PA-1500107-00C38A0403EE4017B44F8B5C6C37E674;1.3027;PA;Abaetetuba;0.0186;IRU;AT;Aguardando analise
 PA-1500107-E1ED3E07E4B74D5DB6357FD2E0C4E20A;65.7942;PA;Abaetetuba;0.9399;IRU;AT;Aguardando analise
 PA-1500107-0DDA334AEBD441EC9593790166772CC2;0.2066;PA;Abaetetuba;0.0030;IRU;AT;Aguardando analise
 PA-1500107-B16D27A994544B66959CE34E24E49C8F;1.2683;PA;Abaetetuba;0.0181;IRU;AT;Aguardando analise
 PA-1500107-93B4F1ED8AE34BC996C2D181730FB7FC;1.3329;PA;Abaetetuba;0.0190;IRU;AT;Aguardando analise
 PA-1500107-D07E297A73AA4D6B85BF189A2F329B41;0.4896;PA;Abaetetuba;0.0070;IRU;AT;Aguardando analise
 PA-1500107-41F957E1C94C4BA8B1EDE7114814B175;0.3212;PA;Abaetetuba;0.0046;IRU;AT;Aguardando analise
 PA-1500107-2D00C34AC47249D1B5E6D0C44F268517;7.4684;PA;Abaetetuba;0.1067;IRU;AT;Aguardando analise
 PA-1500107-FD95E91F617C45238DB1612902165196;454.1031;PA;Abaetetuba;6.4872;IRU;AT;Aguardando analise
 PA-1500107-D1D1D77ADD2F43B197E3D31FD2A8DC88;3.9972;PA;Abaetetuba;0.0571;IRU;AT;Aguardando analise
 PA-1500107-718E7CFE92964385A4E8F4223BAD0C65;1.4200;PA;Abaetetuba;0.0203;IRU;AT;Aguardando analise
 PA-1500107-83526779D62445BDB0ED8DFD2BFE00AD;141.8921;PA;Abaetetuba;2.0270;IRU;AT;Aguardando analise
 PA-1500107-FD9596BB94EF47C2B0C541245CBF20F1;0.0738;PA;Abaetetuba;0.0011;IRU;AT;Aguardando analise
 PA-1500107-958252DEA319441C80FFBCA58B34066D;1.3393;PA;Abaetetuba;0.0191;IRU;AT;Aguardando analise
 PA-1500107-06174838E4C0433D97C5FD75201ED54F;0.6364;PA;Abaetetuba;0.0091;IRU;AT;Aguardando analise
 PA-1500107-97B2689CD7A242C5BB4890D53DABB737;0.0738;PA;Abaetetuba;0.0011;IRU;AT;Aguardando analise
 PA-1500107-FD424300EAB54C59B9BAC6AFBC20B081;2.3005;PA;Abaetetuba;0.0329;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-2C315EDEE02A47AAAB34F27A4BD3847F;0.8036;PA;Abaetetuba;0.0115;IRU;AT;Aguardando analise
 PA-1500107-B8D0BE408A154440888D8E5C574C98DF;2.8958;PA;Abaetetuba;0.0414;IRU;AT;Aguardando analise
 PA-1500107-6FD543B962C34FA5B7A1AB3411820A12;4.1778;PA;Abaetetuba;0.0597;IRU;AT;Aguardando analise
 PA-1500107-1EB6FFC77AEF429695A6AEC7D962E157;5.1909;PA;Abaetetuba;0.0742;IRU;AT;Aguardando analise
 PA-1500107-DB017E3CF05C4EDAA6377CEEB704BB9C;189.0750;PA;Abaetetuba;2.7011;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 PA-1500107-CEB3DF7950AB4A46A0BCA5D3C9B0FF84;3.6793;PA;Abaetetuba;0.0526;IRU;AT;Aguardando analise
 PA-1500107-90791DA11AAF40289A92DC5A9756E1B8;0.6369;PA;Abaetetuba;0.0091;IRU;AT;Aguardando analise
 PA-1500107-D14087658E2E4D5EB5C843A2636DE5BC;9.8551;PA;Abaetetuba;0.1408;IRU;AT;Aguardando analise
 PA-1500107-69CAD669B5C84B77B5678EF78F04134F;9.0549;PA;Abaetetuba;0.1294;IRU;AT;Aguardando analise
 PA-1500107-9D7B6723B1B840E0A40C0EF644A8DE92;2.3003;PA;Abaetetuba;0.0329;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-3E1DB32C4D0E4BC284FAAC1CD57E42C6;21.0756;PA;Abaetetuba;0.3011;IRU;AT;Aguardando analise
 PA-1500107-2BD344DE7B9848C58A822C00E379C054;0.0901;PA;Abaetetuba;0.0013;IRU;AT;Aguardando analise
 PA-1500107-24774B464C83428393E01EBED0B16769;27.7271;PA;Abaetetuba;0.3961;IRU;AT;Aguardando analise
 PA-1500107-4536579138154610AFA2B3ECEB9C6EAA;968.5772;PA;Abaetetuba;13.8368;IRU;AT;Analisado, aguardando regularização ambiental (Lei nº 12.651/2012)
 PA-1500107-4A87EE85698442CBADF16C51F83978EA;2.9492;PA;Abaetetuba;0.0421;IRU;AT;Aguardando analise
 PA-1500107-2A740A6BB5D94E6590FA7F32483EED16;27.3961;PA;Abaetetuba;0.3914;IRU;AT;Aguardando analise
 PA-1500107-FC55770F3A2C427ABE60EDC1CE4E6E41;8.3253;PA;Abaetetuba;0.1189;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-5AC2A958BD8341F991E3757351F0FE9B;6.0100;PA;Abaetetuba;0.0859;IRU;AT;Aguardando analise
 PA-1500107-9977B2F90B56434BAAF5FCF883BE0A72;3.3008;PA;Abaetetuba;0.0472;IRU;AT;Aguardando analise
 PA-1500107-4109BE27682B433DB1F20FD1BCDF645F;17.4465;PA;Abaetetuba;0.2492;IRU;AT;Aguardando analise
 PA-1500107-48EC960BEC09471792B01D70ED1CA6B4;1.3155;PA;Abaetetuba;0.0188;IRU;AT;Aguardando analise
 PA-1500107-5983516826264C90AAFC9CF7234C6A53;1.4200;PA;Abaetetuba;0.0203;IRU;AT;Aguardando analise
 PA-1500107-1C024C9F9AFC40CBA81A920ADF12C004;55.0437;PA;Abaetetuba;0.7863;IRU;AT;Aguardando analise
 PA-1500107-81D4E171CA6748C5BFA8DFD7D962CD9E;0.3049;PA;Abaetetuba;0.0044;IRU;AT;Aguardando analise
 PA-1500107-2364CE96FEAA41539703257A5A7AA6CD;17.6362;PA;Abaetetuba;0.2519;IRU;AT;Aguardando analise
 PA-1500107-FAF27646F5BC4E13B263CBEFE98D940F;15.9454;PA;Abaetetuba;0.2278;IRU;AT;Em análise
 PA-1500107-CCFBCD007C694C82AB4DFB6325019C42;1.2768;PA;Abaetetuba;0.0182;IRU;AT;Aguardando analise
 PA-1500107-D19EECD98CED46658281CD000979630C;47.2646;PA;Abaetetuba;0.6752;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 PA-1500107-429A499009934BBEA52189D0A52DC092;23.5980;PA;Abaetetuba;0.3371;IRU;AT;Aguardando analise
 PA-1500107-6017F68BC9884455B6B2AB4763B21C76;1.0065;PA;Abaetetuba;0.0144;IRU;AT;Aguardando analise
 PA-1500107-66B27CC0B0F045C389903D222D083A65;0.4489;PA;Abaetetuba;0.0064;IRU;AT;Aguardando analise
 PA-1500107-C4F452B4E5C5412899E30789304C33DE;23.9534;PA;Abaetetuba;0.3422;IRU;AT;Aguardando analise
 PA-1500107-8387091BA0EE4ABCAA8A886876C254D0;23.0193;PA;Abaetetuba;0.3288;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-6DF98CB801FF41C99CAACE484DE81C9B;34.2931;PA;Abaetetuba;0.4899;IRU;AT;Aguardando analise
 PA-1500107-11F4889367EF4DE184F71EC7F3438EC5;24.7328;PA;Abaetetuba;0.3533;IRU;AT;Aguardando analise
 PA-1500107-73B11771882D403B8E4C2F00F50AA86B;135.2463;PA;Abaetetuba;1.9321;IRU;AT;Aguardando analise
 PA-1500107-1CCE172237904EDDBCBF66793DFB451B;1.4209;PA;Abaetetuba;0.0203;IRU;AT;Aguardando analise
 PA-1500107-4818D1A65C9E4DF4B60AB7D01AC37F90;953.8100;PA;Abaetetuba;13.6259;IRU;AT;Aguardando analise
 PA-1500107-29206D85716F4D2EA971797E13A5A3AD;10.0142;PA;Abaetetuba;0.1431;IRU;AT;Aguardando analise
 PA-1500107-09E71DFF166043A9951E2B3343FA9FF8;57.5298;PA;Abaetetuba;0.8219;IRU;AT;Aguardando analise
 PA-1500107-A6341D2AA8CA43DAAA512E66ABFA85F7;23.2266;PA;Abaetetuba;0.3318;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-882839B86B6A46D793619F49AA78B4FC;6.4245;PA;Abaetetuba;0.0918;IRU;AT;Aguardando analise
 PA-1500107-1301E44B8001475BAF77599A8D557234;25.7355;PA;Abaetetuba;0.3676;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-34942E54F6574414807F8052B1CD73BB;25.2363;PA;Abaetetuba;0.3605;IRU;AT;Aguardando analise
 PA-1500107-FC015C3709224BE09EDB08A92E8C21E6;35.3596;PA;Abaetetuba;0.5051;IRU;AT;Aguardando analise
 PA-1500107-807BE7A3B7C4472086238700602692B7;3.5321;PA;Abaetetuba;0.0505;IRU;AT;Aguardando analise
 PA-1500107-2B7C2A937D674E48897686A775F08B91;1.2168;PA;Abaetetuba;0.0174;IRU;AT;Aguardando analise
 PA-1500107-9FCFD7BDB7204EDD8920878B1A4455DB;5.6366;PA;Abaetetuba;0.0805;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-82B5B082BAB0406AB0BC064D863CFA0A;0.7742;PA;Abaetetuba;0.0111;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-8320FE5734214BDA9A83A41FECD63682;84.4462;PA;Abaetetuba;1.2064;IRU;AT;Aguardando analise
 PA-1500107-145E2DA700264F36A0FB15F366A0E6B4;20.9484;PA;Abaetetuba;0.2993;IRU;AT;Aguardando analise
 PA-1500107-E01E25837018408C81263B0B8C0811A6;520.5645;PA;Abaetetuba;7.4366;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-944CF625EF274A2A9A3A1443EFECCBD4;47.9260;PA;Abaetetuba;0.6847;IRU;AT;Aguardando analise
 PA-1500107-471B86D33EA8423A9F6583018649B96B;7.3706;PA;Abaetetuba;0.1053;IRU;AT;Aguardando analise
 PA-1500107-B2F7EEFEDC124339B65D1EFC680D0447;10.8299;PA;Abaetetuba;0.1547;IRU;AT;Aguardando analise
 PA-1500107-7BA2BB51ECA24994B55381A90AC7A1C0;59.6124;PA;Abaetetuba;0.8516;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 PA-1500107-DFE4F068902E44F99E316AF2E2C92531;24.4771;PA;Abaetetuba;0.3497;IRU;AT;Aguardando analise
 PA-1500107-6B2CD245CC67487D8723E3BDBD474BA3;25.3485;PA;Abaetetuba;0.3621;IRU;AT;Aguardando analise
 PA-1500107-ADEA635B12CD45C28E68295E32145D21;37.1060;PA;Abaetetuba;0.5301;IRU;AT;Aguardando analise
 PA-1500107-EE00E33A661B48D296F1FCFFCAD1CA25;5.1916;PA;Abaetetuba;0.0742;IRU;AT;Aguardando analise
 PA-1500107-BDBBEA8C338D4E909A536143576ACCA5;87.9527;PA;Abaetetuba;1.2565;IRU;AT;Aguardando analise
 PA-1500107-00EC3B2D0279405494A5C8C157E5D65B;32.5349;PA;Abaetetuba;0.4648;IRU;AT;Analisado sem pendências
 PA-1500107-8E87D1B0DA52498EB522493F4F325735;9.6014;PA;Abaetetuba;0.1372;IRU;AT;Aguardando analise
 PA-1500107-2D73128DF3094C6FB30A2DD8B71FC4B2;22.2662;PA;Abaetetuba;0.3181;IRU;AT;Aguardando analise
 PA-1500107-13B3432775C648978B66B1545915CB91;0.1908;PA;Abaetetuba;0.0027;IRU;AT;Aguardando analise
 PA-1500107-489269C158B34F129B6D55F53066AFA0;31.6498;PA;Abaetetuba;0.4521;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-F24A37FD2090497288AA1FA08175F134;11.7000;PA;Abaetetuba;0.1671;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-13CCC9F83855463A8A11F3577A998BDD;27.0592;PA;Abaetetuba;0.3866;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-57F3D19FCFEF4A9783B34AE2E8984189;1051.7793;PA;Abaetetuba;15.0254;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-595F5F0FD4DD42C3AEDFBA05FEBE331F;621.5563;PA;Abaetetuba;8.8794;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-C2661B9925354415832BD2FA41FFF4F4;320.5370;PA;Abaetetuba;4.5791;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-11D553BD72E541CFA7C7219D97687E36;36.8774;PA;Abaetetuba;0.5268;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-8442F09203074830AC4DE1A28104407D;1499.4674;PA;Abaetetuba;21.4210;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-44B4F65FC17D4A73AE8D1F5B424EFE96;1.4508;PA;Abaetetuba;0.0207;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-0FE16252C4C34407818D97CBB30C19A4;8.5877;PA;Abaetetuba;0.1227;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-26B0D0FD9DAE4D99B04407D72FFBCA26;3.3177;PA;Abaetetuba;0.0474;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-46CF69787C584B4EAB553E6805038B82;224.6577;PA;Abaetetuba;3.2094;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-E78236CB363748F6BB918D70280B9349;3798.8109;PA;Abaetetuba;54.2687;AST;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-19C0D3BBC8ED4EAD8BC096068E16A864;1377.3830;PA;Abaetetuba;19.6769;AST;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-CD8D716990F443158D9A470F1541B097;1040.3694;PA;Abaetetuba;14.8624;AST;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-186E8EBFB6E8488F9AA43067B262EF3C;2758.2994;PA;Abaetetuba;39.4043;AST;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-5A5E147959734FA5A00B184EE47C4FBA;542.2693;PA;Abaetetuba;7.7467;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-0EF18962E07C4CA780FD85B3A6C0716F;907.2970;PA;Abaetetuba;12.9614;AST;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-6D2CCB1B07B94F9ABCB5E2467A6C61CE;1952.0125;PA;Abaetetuba;27.8859;AST;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-B7B4D7928450413FB67467C11CD5813D;630.6525;PA;Abaetetuba;9.0093;AST;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-86BE6F9AE53947B085B771887DBE0A18;1645.6409;PA;Abaetetuba;23.5092;AST;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-ED4AF06AF5684E0A9DECB6187A43E405;1352.8716;PA;Abaetetuba;19.3267;AST;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-6E7C9A09CCC64169B9040F1070F76BF9;159.3670;PA;Abaetetuba;2.2767;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-35C6BC19C9264C05A9E2CAB1685E74A0;39.8909;PA;Abaetetuba;0.5699;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-312AAB84B5434B4B97C86F4531A85972;9698.1739;PA;Abaetetuba;4.0000;PCT;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-45637161D00D4250AE3456F1AE399282;8.8094;PA;Abaetetuba;0.1258;IRU;AT;Aguardando analise
 PA-1500107-80D68595798B43A89F520F16E7C0A6E1;2.5609;PA;Abaetetuba;0.0366;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-2C11CA17CCF347C0A952C55EA12BE7E9;2480.0000;PA;Abaetetuba;35.4286;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 PA-1500107-B1028E6038B04D14AD5DD26F129765B0;108.2919;PA;Abaetetuba;1.5470;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-FF671E40D6BB4638860E72BA61066904;12.5035;PA;Abaetetuba;0.1786;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-6468C62575FD4ED9A8964D4BFB041A97;269.0082;PA;Abaetetuba;3.8430;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-C7D8626325FF438593EA7BFFB722E27C;7.8393;PA;Abaetetuba;0.1120;IRU;AT;Aguardando analise
 PA-1500107-E3F889D139284B9C818B5E2A46BB508D;24.7891;PA;Abaetetuba;0.3541;IRU;AT;Aguardando analise
 PA-1500107-D3434E60B790494F8C0060449F1F338B;6.6802;PA;Abaetetuba;0.0954;IRU;AT;Aguardando analise
 PA-1500107-68FA16883FA749C4BC64724019FC2422;11.7822;PA;Abaetetuba;0.1683;IRU;AT;Aguardando analise
 PA-1500107-CD69A9CD22314AE1B5EE4C00FB793AA9;0.1566;PA;Abaetetuba;0.0022;IRU;AT;Aguardando analise
 PA-1500107-869BD83E304E479D8150F8A3E7B57D79;0.2364;PA;Abaetetuba;0.0034;IRU;AT;Aguardando analise
 PA-1500107-B7D69DE0E82346AE8AB2D91779AA9AB4;308.0983;PA;Abaetetuba;4.4014;IRU;AT;Aguardando analise
 PA-1500107-48D3A897014D4013A1A3343376265A00;46.2633;PA;Abaetetuba;0.6609;IRU;PE;Analisado com pendências, aguardando retificação
 PA-1500107-FD1313F601114ECEAEE5663B93416057;6.2601;PA;Abaetetuba;0.0894;IRU;AT;Aguardando analise
 PA-1500107-9DD16275C2CD4289B9854E70A1B5D551;39.6379;PA;Abaetetuba;0.5663;IRU;AT;Aguardando analise
 PA-1500107-7EB829BF0962427A8FAF31EB7199E540;6.2586;PA;Abaetetuba;0.0894;IRU;AT;Aguardando analise
 PA-1500107-6C213424CB194EF192474909FCE202AD;0.7493;PA;Abaetetuba;0.0107;IRU;AT;Aguardando analise
 PA-1500107-B77C77EA0EF64C458511092917EC9DFF;0.3167;PA;Abaetetuba;0.0045;IRU;AT;Aguardando analise
 PA-1500107-EDAB9423211A4796AABC170F8CAD386E;7.3238;PA;Abaetetuba;0.1046;IRU;AT;Aguardando analise
 PA-1500107-FF742BE437A846979368ECB6FF574F9D;0.3617;PA;Abaetetuba;0.0052;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-A90BF6D68EA647EF9C93B910C036606A;23.6899;PA;Abaetetuba;0.3384;IRU;AT;Aguardando analise
 PA-1500107-F4C5EE4F7D8947A981F9C9C9986ED065;20.6847;PA;Abaetetuba;0.2955;IRU;AT;Aguardando analise
 PA-1500107-E572DC2C76F74C4B80CF4EB6A1525D2E;4.9816;PA;Abaetetuba;0.0712;IRU;AT;Aguardando analise
 PA-1500107-390AF50EC9704DC0AB9CD987E6ED5355;61.6721;PA;Abaetetuba;0.8810;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-5430D72880884FA2B37AC77B86C96A2D;57.8425;PA;Abaetetuba;0.8263;IRU;AT;Aguardando analise
 PA-1500107-051DAC4717254774A60A9D8D3B6549BD;0.4807;PA;Abaetetuba;0.0069;IRU;AT;Aguardando analise
 PA-1500107-50DB97BB2A35468CAE12C540764CE093;2.5194;PA;Abaetetuba;0.0360;IRU;AT;Aguardando analise
