                                                     car;area;uf;mun;modulo_fiscal;tipo_imovel;situacao;condicao                                                     
 PA-1500107-D85FDC403592498BBD978720007542A8;22.6747;PA;Abaetetuba;0.3239;IRU;AT;Aguardando análise
 PA-1500107-368134D46E5F449EBF3F271444C6276F;0.1276;PA;Abaetetuba;0.0018;IRU;AT;Aguardando análise
 PA-1500107-71B21B3BFA4845EAB439EA2965ACF36D;0.3577;PA;Abaetetuba;0.0051;IRU;AT;Aguardando análise
 PA-1500107-B5C1AAC241DF40349124FFB078F63DC9;0.9422;PA;Abaetetuba;0.0135;IRU;AT;Aguardando análise
 PA-1500107-FEDF7AED160F4FC78A7C890A49DC4269;33.0762;PA;Abaetetuba;0.4725;IRU;AT;Aguardando análise
 PA-1500107-79653C10118B427691EB690173B4C8C9;37.7481;PA;Abaetetuba;0.5393;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-ED681912455F4078AC32706BBA78F452;1.7183;PA;Abaetetuba;0.0245;IRU;AT;Aguardando análise
 PA-1500107-121EA0B2AC934124AC4245C4C7AB2E1F;0.2242;PA;Abaetetuba;0.0032;IRU;AT;Aguardando análise
 PA-1500107-6A4B6ACA76404021A63E1451BF513C0F;0.1445;PA;Abaetetuba;0.0021;IRU;AT;Aguardando análise
 PA-1500107-464CF33113EB498FAA4FD4FB0571704F;3.5443;PA;Abaetetuba;0.0506;IRU;AT;Aguardando análise
 PA-1500107-CB799B39B8E044D0ADB6BD3B525BFF8A;0.3007;PA;Abaetetuba;0.0043;IRU;AT;Aguardando análise
 PA-1500107-5F615662C6054080B5AF74EA4D64FAC0;3.5127;PA;Abaetetuba;0.0502;IRU;AT;Aguardando análise
 PA-1500107-EA18BB4BCACE4D82A68B56DC857DB159;0.1108;PA;Abaetetuba;0.0016;IRU;AT;Aguardando análise
 PA-1500107-2D0A56B36A6143D595158CD85EF5A0D5;1.0219;PA;Abaetetuba;0.0146;IRU;AT;Aguardando análise
 PA-1500107-0658ABD13EED43F99CCE409E435D208A;0.0743;PA;Abaetetuba;0.0011;IRU;AT;Aguardando análise
 PA-1500107-AD08F63160EF406584F9EBDEA8D2150C;0.8044;PA;Abaetetuba;0.0115;IRU;AT;Aguardando análise
 PA-1500107-1152018801344E8CA0C8135D5AB78A0D;0.1569;PA;Abaetetuba;0.0022;IRU;AT;Aguardando análise
 PA-1500107-4880CD57044341E6BDC59C2303521968;0.9073;PA;Abaetetuba;0.0130;IRU;AT;Aguardando análise
 PA-1500107-0F1AFBC66D7B49A690A63ED1DD2BDDF8;10.2664;PA;Abaetetuba;0.1467;IRU;AT;Aguardando análise
 PA-1500107-4AEC87C8857E46B083DA14988021D7A6;1.0876;PA;Abaetetuba;0.0155;IRU;AT;Aguardando análise
 PA-1500107-A5F9D9ABF4884B15A87CB263CAD83DD9;0.4690;PA;Abaetetuba;0.0067;IRU;AT;Aguardando análise
 PA-1500107-4366F7E6D6AA4B77AAC9164CB2CDB3BF;1.9258;PA;Abaetetuba;0.0275;IRU;AT;Aguardando análise
 PA-1500107-D697FFC1A28D45FFAC3E4F489DBD834D;17.3901;PA;Abaetetuba;0.2484;IRU;AT;Aguardando análise
 PA-1500107-A6602DDE8C3C4C519B24B8CFB75B0AE1;0.3265;PA;Abaetetuba;0.0047;IRU;AT;Aguardando análise
 PA-1500107-A319872EDFF14167A4DA61E8B151A813;1.1167;PA;Abaetetuba;0.0160;IRU;AT;Aguardando análise
 PA-1500107-C5B966AAB32248548EFFA1DCE6BE84D3;0.8679;PA;Abaetetuba;0.0124;IRU;AT;Aguardando análise
 PA-1500107-2F58FDEB11324635AF8B388CDAB14B99;0.2908;PA;Abaetetuba;0.0042;IRU;AT;Aguardando análise
 PA-1500107-8EF7EB8CFB754A9BA343A4F15970B720;0.3431;PA;Abaetetuba;0.0049;IRU;AT;Aguardando análise
 PA-1500107-D34004385C504CDBB0C8CB936F852749;12.8230;PA;Abaetetuba;0.1832;IRU;AT;Aguardando análise
 PA-1500107-54D56857AD42423186B2D8BF2A0512DE;1.9128;PA;Abaetetuba;0.0273;IRU;AT;Aguardando análise
 PA-1500107-153BFAEFF56E4DB7991C7877738B0985;0.5009;PA;Abaetetuba;0.0072;IRU;AT;Aguardando análise
 PA-1500107-25CA804D99C54D13BE8FB17FF81F2E57;24.2726;PA;Abaetetuba;0.3468;IRU;AT;Aguardando análise
 PA-1500107-E9E8B3F9F7A5456CA98AF5498F33C6B2;28.5285;PA;Abaetetuba;0.4075;IRU;AT;Aguardando análise
 PA-1500107-68B094432D63452A85D65EF22858472F;13.3344;PA;Abaetetuba;0.1905;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-9D61C189DEC54852AE6D7FC242DCD7AC;2.8553;PA;Abaetetuba;0.0408;IRU;AT;Aguardando análise
 PA-1500107-68786023DE1E4184B8FFB6A9DB989969;1.9186;PA;Abaetetuba;0.0274;IRU;AT;Aguardando análise
 PA-1500107-1F1CB29016B641F28ED8B778D415865F;0.5552;PA;Abaetetuba;0.0079;IRU;AT;Aguardando análise
 PA-1500107-B6A3EEFEA3684A82AC7E1520A68BC3C1;1.0898;PA;Abaetetuba;0.0156;IRU;AT;Aguardando análise
 PA-1500107-68C795A35CD141CC89CE0E4BDB2C5A43;0.8615;PA;Abaetetuba;0.0123;IRU;AT;Aguardando análise
 PA-1500107-95042BEFD77749CE8F82907FD2512BFB;8.7115;PA;Abaetetuba;0.1245;IRU;AT;Aguardando análise
 PA-1500107-6526A232F9244E2A8ED22C2FFF008383;14.0774;PA;Abaetetuba;0.2011;IRU;AT;Aguardando análise
 PA-1500107-3F82627CA9E540708923172F2D931D3F;0.8345;PA;Abaetetuba;0.0119;IRU;AT;Aguardando análise
 PA-1500107-0DBCB06B64C94BEB8116B001B8E0E2AD;1.6473;PA;Abaetetuba;0.0235;IRU;AT;Aguardando análise
 PA-1500107-F20E21C6422D45F4B33A95F4EEF6CCC4;10.8713;PA;Abaetetuba;0.1553;IRU;AT;Aguardando análise
 PA-1500107-9AD5B2B0088141EFAC35EB0B50A1DDBC;7.8039;PA;Abaetetuba;0.1115;IRU;AT;Aguardando análise
 PA-1500107-F37A134F7CE24A61A90DE81927000693;32.5883;PA;Abaetetuba;0.4655;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-9EB2C71600FF499ABB80B8FE312CFF15;0.0287;PA;Abaetetuba;0.0004;IRU;AT;Aguardando análise
 PA-1500107-05B46EC7D46B48D2AF522233C41F3CAF;2.3140;PA;Abaetetuba;0.0331;IRU;AT;Aguardando análise
 PA-1500107-7AE94007147B4291A0E6CA6387504D3B;2.6240;PA;Abaetetuba;0.0375;IRU;AT;Aguardando análise
 PA-1500107-46FD4AAA27EE456E935DAD9E1E66446A;0.7889;PA;Abaetetuba;0.0113;IRU;AT;Aguardando análise
 PA-1500107-74AF02B92CFB41AEB6F2168151DDC28D;1.3236;PA;Abaetetuba;0.0189;IRU;AT;Aguardando análise
 PA-1500107-BA462429BFC44D3694E3EED1C4A4E43E;3.0642;PA;Abaetetuba;0.0438;IRU;AT;Aguardando análise
 PA-1500107-4A70A1550ED345A684635E4F8DE974C3;0.3537;PA;Abaetetuba;0.0051;IRU;AT;Aguardando análise
 PA-1500107-EB77B95B5BA74CC9AB5F2611C2E933F1;1.1436;PA;Abaetetuba;0.0163;IRU;AT;Aguardando análise
 PA-1500107-441D74A7CD7B439BA1D8DAF1B18BAF54;0.1720;PA;Abaetetuba;0.0025;IRU;AT;Aguardando análise
 PA-1500107-F8D086368C1D4E7783899DCA801F68E2;324.6161;PA;Abaetetuba;4.6374;IRU;AT;Aguardando análise
 PA-1500107-0E84981203624AB29858F93E93EBC4B7;37.5053;PA;Abaetetuba;0.5358;IRU;AT;Aguardando análise
 PA-1500107-B76B6DB9EB1D48A7878BD4031C2B92DE;1.6804;PA;Abaetetuba;0.0240;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-5F01893647A7431AAD5F4CA1E7131774;6.1232;PA;Abaetetuba;0.0875;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-BC5FD7C6C170499995F1864969C81A9B;0.8535;PA;Abaetetuba;0.0122;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-BE7B0FF7D05A48F0B01A3510B167F707;90.2758;PA;Abaetetuba;1.2897;IRU;AT;Aguardando análise
 PA-1500107-4543B98358614C93994747631B64320C;124.5407;PA;Abaetetuba;1.7792;IRU;AT;Aguardando analise
 PA-1500107-843A21A6684D43BBA8F2E11DC7E2D82A;10.2343;PA;Abaetetuba;0.1462;IRU;AT;Aguardando analise
 PA-1500107-DEAA58A9F7A6439D85A44F5391DCB838;1.9565;PA;Abaetetuba;0.0279;IRU;AT;Aguardando analise
 PA-1500107-6CFB5748529B4DBE9A5BFC4261B028EF;96.9247;PA;Abaetetuba;1.3846;IRU;AT;Aguardando analise
 PA-1500107-5191FABD4E8F4D329D8A5564A5872791;7.7041;PA;Abaetetuba;0.1101;IRU;PE;Analisado com pendências, aguardando retificação e/ou apresentação de documentos
 PA-1500107-C78380509F5648AD83ED343A840C52C7;77.7388;PA;Abaetetuba;1.1106;IRU;AT;Aguardando analise
 PA-1500107-A6FA102508BF4DF79536BE0C4CFACC34;0.6251;PA;Abaetetuba;0.0089;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-2B60AC3A9ACE40D68A253DE9FE3BECEF;3.7421;PA;Abaetetuba;0.0535;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-2B058A6A689C4652A63D588BDCB28C1A;2.9474;PA;Abaetetuba;0.0421;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-28D979BAAD18456E9317E5028652267E;20.1994;PA;Abaetetuba;0.2886;IRU;AT;Aguardando analise
 PA-1500107-BC089AE1E93940CB84921A74B523EFB4;12.5113;PA;Abaetetuba;0.1787;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-9AD1C157458F4C4BB556CF0802E0CE7D;39.8113;PA;Abaetetuba;0.5687;IRU;AT;Aguardando analise
 PA-1500107-27BD42AFEAAB4A27AD95E892B53C5255;0.0605;PA;Abaetetuba;0.0009;IRU;AT;Aguardando analise
 PA-1500107-7C622E8671E74CD5B77DDF3B727F5407;128.2483;PA;Abaetetuba;1.8321;IRU;AT;Aguardando analise
 PA-1500107-A6514F6BA5824D37B6C19FCF9A1DCE33;323.1310;PA;Abaetetuba;4.6162;IRU;AT;Aguardando analise
 PA-1500107-9AA486037C514EFF81E1A2F3D4643324;2.4821;PA;Abaetetuba;0.0355;IRU;AT;Aguardando analise
 PA-1500107-22B5062FEB2349FF97DDEA1AD7C6A1E3;8.3708;PA;Abaetetuba;0.1196;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-00DE200856DB42F784A761696713111E;24.3829;PA;Abaetetuba;0.3483;IRU;PE;Aguardando analise
 PA-1500107-85218F9EE732490382CBB00441689D3B;0.7634;PA;Abaetetuba;0.0109;IRU;AT;Aguardando analise
 PA-1500107-41209643EBE84C9285A42C7368BC77FB;29.4332;PA;Abaetetuba;0.4205;IRU;AT;Aguardando analise
 PA-1500107-F85546D24A4C41468BBF5FFF5703A934;9.8560;PA;Abaetetuba;0.1408;IRU;AT;Aguardando analise
 PA-1500107-A4979BAA1B5E453A84921D3106554174;8.6323;PA;Abaetetuba;0.1233;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-6D66FE8F07B54FA09B03DA8060AED5A7;0.8123;PA;Abaetetuba;0.0116;IRU;AT;Aguardando analise
 PA-1500107-D2E7D33C158A4295A2F0749B14A5FAD5;4.0611;PA;Abaetetuba;0.0580;IRU;AT;Aguardando analise
 PA-1500107-EA8E131C6A5C40ADA7BAA330C5D151A8;23.8824;PA;Abaetetuba;0.3412;IRU;AT;Aguardando analise
 PA-1500107-F9BB3366B01C44CFB122A90937626AA8;0.0900;PA;Abaetetuba;0.0013;IRU;AT;Aguardando analise
 PA-1500107-30E4BA58AC1049A7A8637698168B8A7A;0.7889;PA;Abaetetuba;0.0113;IRU;AT;Aguardando analise
 PA-1500107-342D8B5A71314E6193221EFD68FEEAA0;24.7386;PA;Abaetetuba;0.3534;IRU;AT;Aguardando analise
 PA-1500107-310C83689BC842468EAB735496D2A08D;1377.3830;PA;Abaetetuba;0.0984;AST;PE;Aguardando analise
 PA-1500107-F4180E37703F4BC1BF69865260FDDE7F;20.8372;PA;Abaetetuba;0.2977;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-13CA25C966144562AC898B36826F5B61;0.6106;PA;Abaetetuba;0.0087;IRU;AT;Aguardando analise
 PA-1500107-BD48DFCD1EBA43448A8E7CDDDC66D69E;42.2215;PA;Abaetetuba;0.6032;IRU;AT;Aguardando analise
 PA-1500107-A82F75830EC94F3CAB26CEAAAFFCEBFA;276.8026;PA;Abaetetuba;3.9543;IRU;AT;Aguardando analise
 PA-1500107-4F3DD5B425414747A088A4B1F6D1A6CE;5.9172;PA;Abaetetuba;0.0845;IRU;AT;Aguardando analise
 PA-1500107-EAD50B9B80E04030AE087D4BE3C30902;10.4626;PA;Abaetetuba;0.1495;IRU;AT;Aguardando analise
 PA-1500107-A767FD47FF80413CB40F8B44A1A9FC4D;4.7177;PA;Abaetetuba;0.0674;IRU;AT;Aguardando analise
 PA-1500107-27A2CF5E0822477182192364E8E6F462;5.0508;PA;Abaetetuba;0.0722;IRU;AT;Aguardando analise
 PA-1500107-CE2945DE6F294C028EE7BC21ACE861B8;3.5293;PA;Abaetetuba;0.0504;IRU;AT;Aguardando analise
 PA-1500107-2A7008432C9F4403A7372AD8311361D6;8.8175;PA;Abaetetuba;0.1260;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-75A7D4706F804CAC8DFC5701ABB7453C;4.0358;PA;Abaetetuba;0.0577;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-C92EB844E35E4D9C9DA96890F04A431E;183.6134;PA;Abaetetuba;2.6230;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-93A7BDD92EEE4D168934AC783FDBDB78;2.3008;PA;Abaetetuba;0.0329;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-927A295C90FF487BAF5267AA0C8F7DE2;1.1599;PA;Abaetetuba;0.0166;IRU;AT;Aguardando analise
 PA-1500107-EED85206E5D34DADA223AF954C607692;19.2734;PA;Abaetetuba;0.2753;IRU;AT;Aguardando analise
 PA-1500107-FFFF1E153C994E75BD8CFF49B29E7458;2.3008;PA;Abaetetuba;0.0329;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-C5907EF36F274B84BE11987C8C3F20DE;26.9085;PA;Abaetetuba;0.3844;IRU;AT;Aguardando analise
 PA-1500107-18F9954DBB414C7A886F24FCBC37F802;18.7706;PA;Abaetetuba;0.2682;IRU;AT;Aguardando analise
 PA-1500107-7A220279A77646B2B65AC775FE9674A9;2.7276;PA;Abaetetuba;0.0390;IRU;AT;Aguardando analise
 PA-1500107-57D20EF664C944B39F43CD1BAA7F2FBC;74.5358;PA;Abaetetuba;1.0648;IRU;AT;Aguardando analise
 PA-1500107-D831C9B45469451B8065E5AA7285F496;97.7824;PA;Abaetetuba;1.3969;IRU;AT;Aguardando analise
 PA-1500107-1FFB4E4B2DD3426EB1A1CEFAE4029776;138.5167;PA;Abaetetuba;1.9788;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 PA-1500107-9ED6D52AB2AC440B90EF2115ECC5C5ED;8.1622;PA;Abaetetuba;0.1166;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-F9F23B36CD504F9A9C2A6BD9D66EDA5C;0.5632;PA;Abaetetuba;0.0080;IRU;AT;Aguardando analise
 PA-1500107-2FEF26127BA2419B9989F7F6D6D816C7;402.6156;PA;Abaetetuba;5.7517;IRU;AT;Aguardando analise
 PA-1500107-857B764E8F9840058AA230DD1A895D67;22.0007;PA;Abaetetuba;0.3143;IRU;AT;Aguardando analise
 PA-1500107-89690C68921841299D0C363CDA206544;10.4849;PA;Abaetetuba;0.1498;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-1F94EF34D82242028043276B28801919;114.1456;PA;Abaetetuba;1.6307;IRU;AT;Aguardando analise
 PA-1500107-AB8FDF2F3F2D4A86B7AA18D0295A1BCD;4.1992;PA;Abaetetuba;0.0600;IRU;AT;Aguardando analise
 PA-1500107-681C1AB6260F456A88A08B7A13929008;0.9883;PA;Abaetetuba;0.0141;IRU;AT;Aguardando analise
 PA-1500107-59A56BB2D3F64C6EBCB04EC9C3665CE1;15.2071;PA;Abaetetuba;0.2172;IRU;AT;Aguardando analise
 PA-1500107-7CBC58ACA1824090B5A3E9AFB36B9745;23.5947;PA;Abaetetuba;0.3371;IRU;AT;Aguardando analise
 PA-1500107-8679238E924E47759F692827EEB2BBCF;0.7618;PA;Abaetetuba;0.0109;IRU;AT;Aguardando analise
 PA-1500107-346B621D02CD41A6BCA92FB601E843F6;0.4491;PA;Abaetetuba;0.0064;IRU;AT;Aguardando analise
 PA-1500107-B45F946AD3EF4C1281D45D1E395AC222;5.5624;PA;Abaetetuba;0.0795;IRU;AT;Aguardando analise
 PA-1500107-2F040D69440A499DB448E002F54A031B;59.0031;PA;Abaetetuba;0.8429;IRU;AT;Aguardando analise
 PA-1500107-310842988AB044169A1244C5DBD2B835;18.2325;PA;Abaetetuba;0.2605;IRU;AT;Aguardando analise
 PA-1500107-B4F06075109147CA872639389A8AC881;58.9397;PA;Abaetetuba;0.8420;IRU;AT;Aguardando analise
 PA-1500107-847FDA02B5FB454F8403662F77D40CFE;4.1684;PA;Abaetetuba;0.0595;IRU;AT;Aguardando analise
 PA-1500107-12D734A320284F91A10765374F4DD1B9;2.5990;PA;Abaetetuba;0.0371;IRU;AT;Aguardando analise
 PA-1500107-DC146A070AE045DF9CC987BB0BBDD561;5.3032;PA;Abaetetuba;0.0758;IRU;AT;Aguardando analise
 PA-1500107-6F69DEAE8193498C8C1F0551688DF8B3;0.2056;PA;Abaetetuba;0.0029;IRU;AT;Aguardando analise
 PA-1500107-84F00E8172C346B4A416614EE1288A51;1.8739;PA;Abaetetuba;0.0268;IRU;AT;Aguardando analise
 PA-1500107-7A7139BD2D9F4A4ABBAC1A2DB86DF687;50.2445;PA;Abaetetuba;0.7178;IRU;AT;Aguardando analise
 PA-1500107-AA3CBD76BD494972BCCAE497FF632E90;40.3591;PA;Abaetetuba;0.5766;IRU;AT;Aguardando analise
 PA-1500107-5B35AEA1834241A58DB7F34A7CA28FE2;0.5114;PA;Abaetetuba;0.0073;IRU;AT;Aguardando analise
 PA-1500107-24573D37A2B8435DAA3A3DA73C0B96FC;29.9605;PA;Abaetetuba;0.4280;IRU;AT;Aguardando analise
 PA-1500107-5D9DE5FA03DD45599A91E3716341A8A2;1.4806;PA;Abaetetuba;0.0212;IRU;AT;Aguardando analise
 PA-1500107-6F1EEFD2AFDD4CBBA87BC6D5F896A40F;37.3734;PA;Abaetetuba;0.5339;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-F1A8500163194137BAF9C1B6127C68EC;7.5098;PA;Abaetetuba;0.1073;IRU;AT;Aguardando analise
 PA-1500107-B7A22CF06F9D47D580759A3DA531181E;4.4542;PA;Abaetetuba;0.0636;IRU;AT;Aguardando analise
 PA-1500107-4125D705C6644A5EB2E3617294D471D2;0.5743;PA;Abaetetuba;0.0082;IRU;AT;Aguardando analise
 PA-1500107-0A1CBCB8DA7B4237989F219C13BCB238;1.3245;PA;Abaetetuba;0.0189;IRU;AT;Aguardando analise
 PA-1500107-F2FE04CB9416438DB448116B41AED9F3;3.1269;PA;Abaetetuba;0.0447;IRU;AT;Aguardando analise
 PA-1500107-30938CCFC8304B418B24FF8560D26B71;0.4008;PA;Abaetetuba;0.0057;IRU;AT;Aguardando analise
 PA-1500107-E946476D4A8A4FC7ABA56C38571C2A12;2.8886;PA;Abaetetuba;0.0413;IRU;AT;Aguardando analise
 PA-1500107-600D879A92AE4090995393BFA3D1E1CA;1.6802;PA;Abaetetuba;0.0240;IRU;AT;Aguardando analise
 PA-1500107-D08379EB2E09467F9BF8C74E850C02AB;2.1828;PA;Abaetetuba;0.0312;IRU;AT;Aguardando analise
 PA-1500107-68B6768DCF584ABAAA57A7D2DD9DA561;0.9619;PA;Abaetetuba;0.0137;IRU;AT;Aguardando analise
 PA-1500107-224378D5F6DB4A52AAAF6FE657D12242;0.9138;PA;Abaetetuba;0.0131;IRU;AT;Aguardando analise
 PA-1500107-482A8A8DD05D41C4A15F548C487019A1;3.5876;PA;Abaetetuba;0.0513;IRU;AT;Aguardando analise
 PA-1500107-C98056659E464D5BAD8E104EA039783F;2.4632;PA;Abaetetuba;0.0352;IRU;AT;Aguardando analise
 PA-1500107-83F1388EC82D4DFAA6DE9B2DF6312046;0.8594;PA;Abaetetuba;0.0123;IRU;AT;Aguardando analise
 PA-1500107-126A84F7F17046C1A0E269A3FD191FD6;88.1689;PA;Abaetetuba;1.2596;IRU;AT;Aguardando analise
 PA-1500107-DFD7FB9E319244BE92C1B44A7D3CEADD;1.7241;PA;Abaetetuba;0.0246;IRU;AT;Aguardando analise
 PA-1500107-37D5B1163AD546EDA81E55B64923E0E6;11.1157;PA;Abaetetuba;0.1588;IRU;AT;Aguardando analise
 PA-1500107-68A5F79A2691423CAD4F11DFBE4DE24B;3.4305;PA;Abaetetuba;0.0490;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-D3C49F02B65E4D62B1102802A4F509B6;4.1378;PA;Abaetetuba;0.0591;IRU;AT;Aguardando análise, não passível de revisão de dados
 PA-1500107-0AF8E2D364F941C388146C0463BADBAD;0.3723;PA;Abaetetuba;0.0053;IRU;AT;Aguardando analise
 PA-1500107-C5B7355C8FA545518F82B4603EE1DFD0;19.7001;PA;Abaetetuba;0.2814;IRU;AT;Aguardando analise
 PA-1500107-D8447D619C1747BEB44BBA038388C34F;1.4817;PA;Abaetetuba;0.0212;IRU;AT;Aguardando analise
 PA-1500107-5B44A67E638041F8BFFFF6A2E92F3253;3.8519;PA;Abaetetuba;0.0550;IRU;AT;Aguardando analise
 PA-1500107-C6548CAEFAD74D23ACDC026AD259D916;0.5607;PA;Abaetetuba;0.0080;IRU;AT;Aguardando analise
 PA-1500107-22B36472418241DB8A1231DBFBFAB750;5.6271;PA;Abaetetuba;0.0804;IRU;AT;Aguardando analise
 PA-1500107-07E57DADD49045A9AED664ACDC724100;950.2390;PA;Abaetetuba;0.1069;AST;AT;Aguardando analise
 PA-1500107-BDC898C749644A3CA6CB81B924977594;2.0767;PA;Abaetetuba;0.0297;IRU;AT;Aguardando analise
 PA-1500107-5166E8D2296E41A4A6E780E8EE0723DA;30.3904;PA;Abaetetuba;0.4341;IRU;AT;Aguardando analise
 PA-1500107-E2824E574CF74D07A00A67F973A19145;334.5136;PA;Abaetetuba;0.0735;AST;AT;Aguardando analise
 PA-1500107-ADA328D985914EFEAC57C0A5F933E168;1040.3694;PA;Abaetetuba;0.0414;AST;PE;Aguardando analise
 PA-1500107-4AE9E3C2400144CEB9B21C2FF5DD753C;224.6577;PA;Abaetetuba;0.0247;AST;PE;Aguardando analise
 PA-1500107-7593148912644FAB9B9527E85FDABC38;1352.8716;PA;Abaetetuba;0.0509;AST;PE;Aguardando analise
 PA-1500107-06DDD3CB497543A9ACD67C0382C03B31;659.5119;PA;Abaetetuba;0.0725;AST;PE;Aguardando analise
 PA-1500107-BC1EA03CC99540A0997C47DDDC6C1F2C;1645.6409;PA;Abaetetuba;0.0800;AST;PE;Aguardando analise
 PA-1500107-25D5B8F6D87D4010A0BFE3D73D1C3C9C;5.1141;PA;Abaetetuba;0.0731;IRU;AT;Aguardando analise
 PA-1500107-C51DCC907E4649F9922CE12BE745C137;5.6938;PA;Abaetetuba;0.0813;IRU;AT;Aguardando analise
 PA-1500107-30C8CB235145475FA524851C78E16E4C;41.3355;PA;Abaetetuba;0.5905;IRU;AT;Aguardando analise
 PA-1500107-B052106DF265419FA52B149C23640529;0.4020;PA;Abaetetuba;0.0057;IRU;AT;Aguardando analise
 PA-1500107-72FFFAED684F4B3CBBB0CC6139D2A0AB;10.4174;PA;Abaetetuba;0.1488;IRU;AT;Aguardando analise
 PA-1500107-C99CDC061E8C43A1B8E4401D1F2A027F;316.2765;PA;Abaetetuba;4.5182;IRU;PE;Aguardando analise
 PA-1500107-49F6D3826F874C00B0E7772CC77369D0;3.4353;PA;Abaetetuba;0.0491;IRU;AT;Aguardando analise
 PA-1500107-A4C26945F62F4F77800B9F14A985D771;2589.5035;PA;Abaetetuba;0.0489;AST;AT;Aguardando analise
 PA-1500107-4D35B0C52B67434C966A79BE5D2709AF;907.2970;PA;Abaetetuba;0.0611;AST;PE;Aguardando analise
 PA-1500107-8524A29C64DD457BABC05DC79274F172;3743.9657;PA;Abaetetuba;0.0908;AST;PE;Aguardando analise
 PA-1500107-B1FB64EE1C3C4F99BC5E974892A399B5;2094.9372;PA;Abaetetuba;0.0850;AST;AT;Aguardando analise
 PA-1500107-BD66D8E184D84532B06233D86A90DEAF;100.0018;PA;Abaetetuba;1.4286;IRU;AT;Aguardando analise
 PA-1500107-2FE6BE652BB243ECA2A489A4C5E8A490;168.7240;PA;Abaetetuba;0.0402;AST;AT;Aguardando analise
 PA-1500107-B24852BABF294ACFABE447C895EB1F75;630.6525;PA;Abaetetuba;0.0563;AST;PE;Aguardando analise
 PA-1500107-0BF20C0D879545D0A499110D892A2A94;2202.6942;PA;Abaetetuba;0.0585;AST;AT;Aguardando analise
 PA-1500107-A6E1392F93174922B4B3DAD75DBCF73E;452.0145;PA;Abaetetuba;0.0411;AST;AT;Aguardando analise
 PA-1500107-461FE3813FDB4B3AA84C6932F2C2C7D9;3250.0228;PA;Abaetetuba;0.0869;AST;AT;Aguardando analise
 PA-1500107-3C392A3A44EE4E67890EFA6E82777FA1;3821.6406;PA;Abaetetuba;0.0634;AST;AT;Aguardando analise
 PA-1500107-98A75CC5365946F78CC57AF08D7DA8A4;29.8801;PA;Abaetetuba;0.4269;IRU;AT;Aguardando analise
 PA-1500107-38CF4873CA5B4BA3A3F73B6FE2CC42AD;493.1547;PA;Abaetetuba;7.0451;IRU;PE;Aguardando análise, não passível de revisão de dados
 PA-1500107-E7E68CA9170C43F093A7C3FF9F701551;17.0666;PA;Abaetetuba;0.2438;IRU;AT;Aguardando analise
 PA-1500107-164D80962BE6475BACE2E5E15E226AD6;0.7303;PA;Abaetetuba;0.0104;IRU;AT;Aguardando analise
 PA-1500107-7518C0F99B8944539342C6274FE960AF;38.6782;PA;Abaetetuba;0.5525;IRU;AT;Aguardando analise
 PA-1500107-85D7A59B3BC144DA8C7242AA096EF97A;514.6537;PA;Abaetetuba;7.3522;IRU;CA;CANCELADO_POR_DECISAO_ADMINISTRATIVA
 PA-1500107-0D7660C227ED41E4A470B57E802652F4;15.3751;PA;Abaetetuba;0.2196;IRU;AT;Aguardando analise
 PA-1500107-05CC93A734744B7C87A4D224BD4B8C33;546.4163;PA;Abaetetuba;7.8059;IRU;PE;Aguardando analise
 PA-1500107-32AB112F157940B6AB12CD420ED83EF5;138.6913;PA;Abaetetuba;1.9813;IRU;AT;Aguardando analise
 PA-1500107-F8C47E68F63D4E7BB129B5EE0D03F6D0;22.6353;PA;Abaetetuba;0.3234;IRU;AT;Aguardando analise
 PA-1500107-6A606AF39DC64290B89DAF081001A95C;0.2612;PA;Abaetetuba;0.0037;IRU;AT;Aguardando análise, não passível de revisão de dados
