"nome_mesoreg";"DIMENSAO";"bs_mean";"nMun";"nExec";"munAmostrados"
"Nordeste Paraense";"DIM_AMBIENTAL";53,6442857142857;7;8;"1507961,1504109,1504059,1505205,1507409,1506906,1504950"
"Nordeste Paraense";"DIM_ECONOMICA";41,542;7;8;"1507961,1504109,1504059,1505205,1507409,1506906,1504950"
"Nordeste Paraense";"DIM_SOCIAL";48,1531428571429;7;8;"1507961,1504109,1504059,1505205,1507409,1506906,1504950"
"Sudeste Paraense";"DIM_AMBIENTAL";46,567619047619;7;8;"1500131,1507458,1508407,1506583,1508126,1503093,1505437"
"Sudeste Paraense";"DIM_ECONOMICA";51,9262857142857;7;8;"1500131,1507458,1508407,1506583,1508126,1503093,1505437"
"Sudeste Paraense";"DIM_SOCIAL";48,4348571428571;7;8;"1500131,1507458,1508407,1506583,1508126,1503093,1505437"
"Marajó";"DIM_AMBIENTAL";46,7959523809524;7;8;"1502004,1501808,1505700,1506302,1500701,1500305,1502806"
"Marajó";"DIM_ECONOMICA";38,2355714285714;7;8;"1502004,1501808,1505700,1506302,1500701,1500305,1502806"
"Marajó";"DIM_SOCIAL";38,6642857142857;7;8;"1502004,1501808,1505700,1506302,1500701,1500305,1502806"
"Baixo Amazonas";"DIM_AMBIENTAL";42,2728571428571;7;8;"1503903,1505908,1505106,1500404,1502855,1507979,1503002"
"Baixo Amazonas";"DIM_ECONOMICA";39,5948571428571;7;8;"1503903,1505908,1505106,1500404,1502855,1507979,1503002"
"Baixo Amazonas";"DIM_SOCIAL";44,0534285714286;7;8;"1503903,1505908,1505106,1500404,1502855,1507979,1503002"
"Sudoeste Paraense";"DIM_AMBIENTAL";41,2183333333333;7;8;"1508159,1504455,1501006,1508050,1501725,1506195,1508357"
"Sudoeste Paraense";"DIM_ECONOMICA";41,5505714285714;7;8;"1508159,1504455,1501006,1508050,1501725,1506195,1508357"
"Sudoeste Paraense";"DIM_SOCIAL";39,1685714285714;7;8;"1508159,1504455,1501006,1508050,1501725,1506195,1508357"
"Metropolitana de Belém";"DIM_AMBIENTAL";60,7595238095238;7;8;"1501501,1503408,1506500,1501402,1504422,1502400,1501907"
"Metropolitana de Belém";"DIM_ECONOMICA";54,6855714285714;7;8;"1501501,1503408,1506500,1501402,1504422,1502400,1501907"
"Metropolitana de Belém";"DIM_SOCIAL";55,9025714285714;7;8;"1501501,1503408,1506500,1501402,1504422,1502400,1501907"
"Nordeste Paraense";"DIM_AMBIENTAL";50,8101851851852;9;8;"1502608,1502905,1507466,1505601,1500206,1503309,1507953,1508001,1501956"
"Nordeste Paraense";"DIM_ECONOMICA";42,131;9;8;"1502608,1502905,1507466,1505601,1500206,1503309,1507953,1508001,1501956"
"Nordeste Paraense";"DIM_SOCIAL";45,4335555555556;9;8;"1502608,1502905,1507466,1505601,1500206,1503309,1507953,1508001,1501956"
"Sudeste Paraense";"DIM_AMBIENTAL";47,11;9;8;"1506138,1504976,1507508,1500347,1506187,1502764,1505536,1508126,1503044"
"Sudeste Paraense";"DIM_ECONOMICA";50,4337777777778;9;8;"1506138,1504976,1507508,1500347,1506187,1502764,1505536,1508126,1503044"
"Sudeste Paraense";"DIM_SOCIAL";44,3237777777778;9;8;"1506138,1504976,1507508,1500347,1506187,1502764,1505536,1508126,1503044"
"Marajó";"DIM_AMBIENTAL";45,5746296296296;9;8;"1505700,1507706,1502509,1505809,1504901,1502004,1501105,1502806,1506302"
"Marajó";"DIM_ECONOMICA";38,2474444444444;9;8;"1505700,1507706,1502509,1505809,1504901,1502004,1501105,1502806,1506302"
"Marajó";"DIM_SOCIAL";37,8662222222222;9;8;"1505700,1507706,1502509,1505809,1504901,1502004,1501105,1502806,1506302"
"Baixo Amazonas";"DIM_AMBIENTAL";40,8312962962963;9;8;"1503002,1505106,1504802,1506005,1502855,1505908,1501451,1506807,1505304"
"Baixo Amazonas";"DIM_ECONOMICA";41,602;9;8;"1503002,1505106,1504802,1506005,1502855,1505908,1501451,1506807,1505304"
"Baixo Amazonas";"DIM_SOCIAL";43,7668888888889;9;8;"1503002,1505106,1504802,1506005,1502855,1505908,1501451,1506807,1505304"
"Sudoeste Paraense";"DIM_AMBIENTAL";41,8168518518519;9;8;"1505031,1501006,1507805,1506195,1504455,1508159,1505486,1500859,1503754"
"Sudoeste Paraense";"DIM_ECONOMICA";42,8803333333333;9;8;"1505031,1501006,1507805,1506195,1504455,1508159,1505486,1500859,1503754"
"Sudoeste Paraense";"DIM_SOCIAL";38,9857777777778;9;8;"1505031,1501006,1507805,1506195,1504455,1508159,1505486,1500859,1503754"
"Metropolitana de Belém";"DIM_AMBIENTAL";63,627037037037;9;8;"1502400,1506351,1501501,1503408,1507003,1506500,1500800,1504422,1501303"
"Metropolitana de Belém";"DIM_ECONOMICA";57,0151111111111;9;8;"1502400,1506351,1501501,1503408,1507003,1506500,1500800,1504422,1501303"
"Metropolitana de Belém";"DIM_SOCIAL";54,6388888888889;9;8;"1502400,1506351,1501501,1503408,1507003,1506500,1500800,1504422,1501303"
"Nordeste Paraense";"DIM_AMBIENTAL";54,3333333333333;3;9;"1504703,1504406,1502905"
"Nordeste Paraense";"DIM_ECONOMICA";39,088;3;9;"1504703,1504406,1502905"
"Nordeste Paraense";"DIM_SOCIAL";49,56;3;9;"1504703,1504406,1502905"
"Sudeste Paraense";"DIM_AMBIENTAL";61,4477777777778;3;9;"1502152,1506583,1505536"
"Sudeste Paraense";"DIM_ECONOMICA";56,2763333333333;3;9;"1502152,1506583,1505536"
"Sudeste Paraense";"DIM_SOCIAL";50,7626666666667;3;9;"1502152,1506583,1505536"
"Marajó";"DIM_AMBIENTAL";44,6572222222222;3;9;"1502806,1502004,1501808"
"Marajó";"DIM_ECONOMICA";37,7246666666667;3;9;"1502806,1502004,1501808"
"Marajó";"DIM_SOCIAL";36,9733333333333;3;9;"1502806,1502004,1501808"
"Baixo Amazonas";"DIM_AMBIENTAL";44,7083333333333;3;9;"1500404,1506807,1504802"
"Baixo Amazonas";"DIM_ECONOMICA";42,9566666666667;3;9;"1500404,1506807,1504802"
"Baixo Amazonas";"DIM_SOCIAL";49,676;3;9;"1500404,1506807,1504802"
"Sudoeste Paraense";"DIM_AMBIENTAL";39,095;3;9;"1506195,1507805,1501006"
"Sudoeste Paraense";"DIM_ECONOMICA";38,1573333333333;3;9;"1506195,1507805,1501006"
"Sudoeste Paraense";"DIM_SOCIAL";36,4266666666667;3;9;"1506195,1507805,1501006"
"Metropolitana de Belém";"DIM_AMBIENTAL";71,4172222222222;3;9;"1501501,1506351,1501402"
"Metropolitana de Belém";"DIM_ECONOMICA";56,9773333333333;3;9;"1501501,1506351,1501402"
"Metropolitana de Belém";"DIM_SOCIAL";61,422;3;9;"1501501,1506351,1501402"
"Nordeste Paraense";"DIM_AMBIENTAL";49,8303333333333;5;9;"1506112,1501956,1502756,1500107,1502202"
"Nordeste Paraense";"DIM_ECONOMICA";42,2558;5;9;"1506112,1501956,1502756,1500107,1502202"
"Nordeste Paraense";"DIM_SOCIAL";43,1432;5;9;"1506112,1501956,1502756,1500107,1502202"
"Sudeste Paraense";"DIM_AMBIENTAL";43,3826666666667;5;9;"1507458,1502954,1501253,1505437,1501576"
"Sudeste Paraense";"DIM_ECONOMICA";48,4812;5;9;"1507458,1502954,1501253,1505437,1501576"
"Sudeste Paraense";"DIM_SOCIAL";47,5652;5;9;"1507458,1502954,1501253,1505437,1501576"
"Marajó";"DIM_AMBIENTAL";49,6326666666667;5;9;"1506401,1500305,1507904,1505809,1505700"
"Marajó";"DIM_ECONOMICA";40,366;5;9;"1506401,1500305,1507904,1505809,1505700"
"Marajó";"DIM_SOCIAL";42,2708;5;9;"1506401,1500305,1507904,1505809,1505700"
"Baixo Amazonas";"DIM_AMBIENTAL";46,5166666666667;5;9;"1504802,1503002,1506807,1502855,1507979"
"Baixo Amazonas";"DIM_ECONOMICA";43,5822;5;9;"1504802,1503002,1506807,1502855,1507979"
"Baixo Amazonas";"DIM_SOCIAL";50,0652;5;9;"1504802,1503002,1506807,1502855,1507979"
"Sudoeste Paraense";"DIM_AMBIENTAL";39,707;5;9;"1503754,1508159,1505486,1507805,1508050"
"Sudoeste Paraense";"DIM_ECONOMICA";44,7908;5;9;"1503754,1508159,1505486,1507805,1508050"
"Sudoeste Paraense";"DIM_SOCIAL";36,0796;5;9;"1503754,1508159,1505486,1507805,1508050"
"Metropolitana de Belém";"DIM_AMBIENTAL";63,742;5;9;"1506351,1501907,1501501,1501402,1500800"
"Metropolitana de Belém";"DIM_ECONOMICA";53,466;5;9;"1506351,1501907,1501501,1501402,1500800"
"Metropolitana de Belém";"DIM_SOCIAL";58,102;5;9;"1506351,1501907,1501501,1501402,1500800"
"Nordeste Paraense";"DIM_AMBIENTAL";48,8447619047619;7;9;"1506609,1506559,1502905,1506104,1500206,1507961,1508308"
"Nordeste Paraense";"DIM_ECONOMICA";40,5188571428571;7;9;"1506609,1506559,1502905,1506104,1500206,1507961,1508308"
"Nordeste Paraense";"DIM_SOCIAL";47,9351428571429;7;9;"1506609,1506559,1502905,1506104,1500206,1507961,1508308"
"Sudeste Paraense";"DIM_AMBIENTAL";45,6845238095238;7;9;"1507508,1505536,1506187,1505494,1502772,1507458,1508407"
"Sudeste Paraense";"DIM_ECONOMICA";50,8577142857143;7;9;"1507508,1505536,1506187,1505494,1502772,1507458,1508407"
"Sudeste Paraense";"DIM_SOCIAL";49,052;7;9;"1507508,1505536,1506187,1505494,1502772,1507458,1508407"
"Marajó";"DIM_AMBIENTAL";50,3257142857143;7;9;"1501808,1504901,1507706,1506401,1504505,1500305,1507904"
"Marajó";"DIM_ECONOMICA";40,4891428571429;7;9;"1501808,1504901,1507706,1506401,1504505,1500305,1507904"
"Marajó";"DIM_SOCIAL";38,9488571428571;7;9;"1501808,1504901,1507706,1506401,1504505,1500305,1507904"
"Baixo Amazonas";"DIM_AMBIENTAL";44,2961904761905;7;9;"1500503,1505650,1507979,1505908,1506807,1500404,1501451"
"Baixo Amazonas";"DIM_ECONOMICA";42,8477142857143;7;9;"1500503,1505650,1507979,1505908,1506807,1500404,1501451"
"Baixo Amazonas";"DIM_SOCIAL";43,8834285714286;7;9;"1500503,1505650,1507979,1505908,1506807,1500404,1501451"
"Sudoeste Paraense";"DIM_AMBIENTAL";42,9204761904762;7;9;"1501725,1508357,1507805,1505486,1504455,1500602,1508050"
"Sudoeste Paraense";"DIM_ECONOMICA";43,8404285714286;7;9;"1501725,1508357,1507805,1505486,1504455,1500602,1508050"
"Sudoeste Paraense";"DIM_SOCIAL";40,7988571428571;7;9;"1501725,1508357,1507805,1505486,1504455,1500602,1508050"
"Metropolitana de Belém";"DIM_AMBIENTAL";63,8683333333333;7;9;"1507003,1504422,1501402,1506351,1500800,1506500,1503408"
"Metropolitana de Belém";"DIM_ECONOMICA";55,7645714285714;7;9;"1507003,1504422,1501402,1506351,1500800,1506500,1503408"
"Metropolitana de Belém";"DIM_SOCIAL";57,924;7;9;"1507003,1504422,1501402,1506351,1500800,1506500,1503408"
"Nordeste Paraense";"DIM_AMBIENTAL";48,1788888888889;9;9;"1505205,1505601,1503309,1507607,1500909,1507953,1503200,1504059,1506203"
"Nordeste Paraense";"DIM_ECONOMICA";44,5594444444444;9;9;"1505205,1505601,1503309,1507607,1500909,1507953,1503200,1504059,1506203"
"Nordeste Paraense";"DIM_SOCIAL";47,8546666666667;9;9;"1505205,1505601,1503309,1507607,1500909,1507953,1503200,1504059,1506203"
"Sudeste Paraense";"DIM_AMBIENTAL";50,9659259259259;9;9;"1508084,1502152,1505536,1507755,1506161,1503093,1501576,1500131,1507508"
"Sudeste Paraense";"DIM_ECONOMICA";54,2327777777778;9;9;"1508084,1502152,1505536,1507755,1506161,1503093,1501576,1500131,1507508"
"Sudeste Paraense";"DIM_SOCIAL";50,0788888888889;9;9;"1508084,1502152,1505536,1507755,1506161,1503093,1501576,1500131,1507508"
"Marajó";"DIM_AMBIENTAL";48,1585185185185;9;9;"1503101,1502806,1507706,1505700,1501105,1506302,1501808,1500305,1506401"
"Marajó";"DIM_ECONOMICA";39,0102222222222;9;9;"1503101,1502806,1507706,1505700,1501105,1506302,1501808,1500305,1506401"
"Marajó";"DIM_SOCIAL";38,2726666666667;9;9;"1503101,1502806,1507706,1505700,1501105,1506302,1501808,1500305,1506401"
"Baixo Amazonas";"DIM_AMBIENTAL";42,7183333333333;9;9;"1500503,1503903,1503002,1505106,1506005,1505650,1504802,1506807,1500404"
"Baixo Amazonas";"DIM_ECONOMICA";42,0698888888889;9;9;"1500503,1503903,1503002,1505106,1506005,1505650,1504802,1506807,1500404"
"Baixo Amazonas";"DIM_SOCIAL";43,6486666666667;9;9;"1500503,1503903,1503002,1505106,1506005,1505650,1504802,1506807,1500404"
"Sudoeste Paraense";"DIM_AMBIENTAL";44,4357407407407;9;9;"1505486,1507805,1508050,1508159,1505031,1508357,1503606,1506195,1501725"
"Sudoeste Paraense";"DIM_ECONOMICA";45,3021111111111;9;9;"1505486,1507805,1508050,1508159,1505031,1508357,1503606,1506195,1501725"
"Sudoeste Paraense";"DIM_SOCIAL";42,1982222222222;9;9;"1505486,1507805,1508050,1508159,1505031,1508357,1503606,1506195,1501725"
"Metropolitana de Belém";"DIM_AMBIENTAL";62,2411111111111;9;9;"1501907,1501501,1506500,1500800,1504422,1506351,1501303,1507003,1501402"
"Metropolitana de Belém";"DIM_ECONOMICA";55,2907777777778;9;9;"1501907,1501501,1506500,1500800,1504422,1506351,1501303,1507003,1501402"
"Metropolitana de Belém";"DIM_SOCIAL";56,0051111111111;9;9;"1501907,1501501,1506500,1500800,1504422,1506351,1501303,1507003,1501402"
"Nordeste Paraense";"DIM_AMBIENTAL";42,8961111111111;3;10;"1503457,1504059,1505205"
"Nordeste Paraense";"DIM_ECONOMICA";44,249;3;10;"1503457,1504059,1505205"
"Nordeste Paraense";"DIM_SOCIAL";39,946;3;10;"1503457,1504059,1505205"
"Sudeste Paraense";"DIM_AMBIENTAL";44,2861111111111;3;10;"1506583,1500347,1508126"
"Sudeste Paraense";"DIM_ECONOMICA";52,0773333333333;3;10;"1506583,1500347,1508126"
"Sudeste Paraense";"DIM_SOCIAL";42,5586666666667;3;10;"1506583,1500347,1508126"
"Marajó";"DIM_AMBIENTAL";46,2005555555556;3;10;"1502509,1501105,1505809"
"Marajó";"DIM_ECONOMICA";37,6116666666667;3;10;"1502509,1501105,1505809"
"Marajó";"DIM_SOCIAL";30,1006666666667;3;10;"1502509,1501105,1505809"
"Baixo Amazonas";"DIM_AMBIENTAL";46,3838888888889;3;10;"1506807,1503002,1505908"
"Baixo Amazonas";"DIM_ECONOMICA";43,2546666666667;3;10;"1506807,1503002,1505908"
"Baixo Amazonas";"DIM_SOCIAL";46,0433333333333;3;10;"1506807,1503002,1505908"
"Sudoeste Paraense";"DIM_AMBIENTAL";37,9544444444444;3;10;"1506195,1508357,1501006"
"Sudoeste Paraense";"DIM_ECONOMICA";38,745;3;10;"1506195,1508357,1501006"
"Sudoeste Paraense";"DIM_SOCIAL";38,372;3;10;"1506195,1508357,1501006"
"Metropolitana de Belém";"DIM_AMBIENTAL";65,0266666666667;3;10;"1500800,1507003,1501402"
"Metropolitana de Belém";"DIM_ECONOMICA";56,0636666666667;3;10;"1500800,1507003,1501402"
"Metropolitana de Belém";"DIM_SOCIAL";66,1086666666667;3;10;"1500800,1507003,1501402"
"Nordeste Paraense";"DIM_AMBIENTAL";43,4003333333333;5;10;"1503077,1508209,1501204,1504000,1501709"
"Nordeste Paraense";"DIM_ECONOMICA";39,864;5;10;"1503077,1508209,1501204,1504000,1501709"
"Nordeste Paraense";"DIM_SOCIAL";43,1168;5;10;"1503077,1508209,1501204,1504000,1501709"
"Sudeste Paraense";"DIM_AMBIENTAL";41,5163333333333;5;10;"1507300,1502772,1505635,1503705,1504208"
"Sudeste Paraense";"DIM_ECONOMICA";48,9128;5;10;"1507300,1502772,1505635,1503705,1504208"
"Sudeste Paraense";"DIM_SOCIAL";45,1384;5;10;"1507300,1502772,1505635,1503705,1504208"
"Marajó";"DIM_AMBIENTAL";48,4773333333333;5;10;"1504901,1503101,1502509,1501808,1506302"
"Marajó";"DIM_ECONOMICA";40,0064;5;10;"1504901,1503101,1502509,1501808,1506302"
"Marajó";"DIM_SOCIAL";38,8864;5;10;"1504901,1503101,1502509,1501808,1506302"
"Baixo Amazonas";"DIM_AMBIENTAL";39,3383333333333;5;10;"1505106,1505908,1501451,1505304,1503002"
"Baixo Amazonas";"DIM_ECONOMICA";41,2892;5;10;"1505106,1505908,1501451,1505304,1503002"
"Baixo Amazonas";"DIM_SOCIAL";42,9808;5;10;"1505106,1505908,1501451,1505304,1503002"
"Sudoeste Paraense";"DIM_AMBIENTAL";48,9373333333333;5;10;"1508050,1501725,1505031,1508159,1503606"
"Sudoeste Paraense";"DIM_ECONOMICA";48,331;5;10;"1508050,1501725,1505031,1508159,1503606"
"Sudoeste Paraense";"DIM_SOCIAL";45,4028;5;10;"1508050,1501725,1505031,1508159,1503606"
"Metropolitana de Belém";"DIM_AMBIENTAL";60,5786666666667;5;10;"1502400,1501303,1507003,1500800,1503408"
"Metropolitana de Belém";"DIM_ECONOMICA";55,3404;5;10;"1502400,1501303,1507003,1500800,1503408"
"Metropolitana de Belém";"DIM_SOCIAL";53,5708;5;10;"1502400,1501303,1507003,1500800,1503408"
"Nordeste Paraense";"DIM_AMBIENTAL";50,3578571428571;7;10;"1500909,1504059,1504109,1508001,1507409,1503507,1508209"
"Nordeste Paraense";"DIM_ECONOMICA";44,0601428571429;7;10;"1500909,1504059,1504109,1508001,1507409,1503507,1508209"
"Nordeste Paraense";"DIM_SOCIAL";50,6125714285714;7;10;"1500909,1504059,1504109,1508001,1507409,1503507,1508209"
"Sudeste Paraense";"DIM_AMBIENTAL";39,337380952381;7;10;"1502954,1505551,1502707,1506187,1503044,1508126,1501758"
"Sudeste Paraense";"DIM_ECONOMICA";48,7307142857143;7;10;"1502954,1505551,1502707,1506187,1503044,1508126,1501758"
"Sudeste Paraense";"DIM_SOCIAL";46,6931428571429;7;10;"1502954,1505551,1502707,1506187,1503044,1508126,1501758"
"Marajó";"DIM_AMBIENTAL";49,6011904761905;7;10;"1506401,1501105,1504505,1507904,1500305,1504901,1502806"
"Marajó";"DIM_ECONOMICA";40,1785714285714;7;10;"1506401,1501105,1504505,1507904,1500305,1504901,1502806"
"Marajó";"DIM_SOCIAL";37,3885714285714;7;10;"1506401,1501105,1504505,1507904,1500305,1504901,1502806"
"Baixo Amazonas";"DIM_AMBIENTAL";41,0471428571429;7;10;"1506005,1505650,1507979,1501451,1502855,1500503,1504802"
"Baixo Amazonas";"DIM_ECONOMICA";42,1217142857143;7;10;"1506005,1505650,1507979,1501451,1502855,1500503,1504802"
"Baixo Amazonas";"DIM_SOCIAL";42,5462857142857;7;10;"1506005,1505650,1507979,1501451,1502855,1500503,1504802"
"Sudoeste Paraense";"DIM_AMBIENTAL";45,77;7;10;"1505031,1508159,1500602,1501006,1506195,1508357,1503606"
"Sudoeste Paraense";"DIM_ECONOMICA";46,4952857142857;7;10;"1505031,1508159,1500602,1501006,1506195,1508357,1503606"
"Sudoeste Paraense";"DIM_SOCIAL";45,5428571428571;7;10;"1505031,1508159,1500602,1501006,1506195,1508357,1503606"
"Metropolitana de Belém";"DIM_AMBIENTAL";58,2502380952381;7;10;"1507003,1501303,1506500,1506351,1502400,1501907,1500800"
"Metropolitana de Belém";"DIM_ECONOMICA";53,709;7;10;"1507003,1501303,1506500,1506351,1502400,1501907,1500800"
"Metropolitana de Belém";"DIM_SOCIAL";53,4062857142857;7;10;"1507003,1501303,1506500,1506351,1502400,1501907,1500800"
"Nordeste Paraense";"DIM_AMBIENTAL";53,4188888888889;9;10;"1508001,1505403,1507466,1504406,1505601,1506609,1501204,1502202,1508035"
"Nordeste Paraense";"DIM_ECONOMICA";42,555;9;10;"1508001,1505403,1507466,1504406,1505601,1506609,1501204,1502202,1508035"
"Nordeste Paraense";"DIM_SOCIAL";49,702;9;10;"1508001,1505403,1507466,1504406,1505601,1506609,1501204,1502202,1508035"
"Sudeste Paraense";"DIM_AMBIENTAL";46,2512962962963;9;10;"1502939,1502152,1508100,1505551,1507151,1507508,1501782,1506583,1504976"
"Sudeste Paraense";"DIM_ECONOMICA";49,6571111111111;9;10;"1502939,1502152,1508100,1505551,1507151,1507508,1501782,1506583,1504976"
"Sudeste Paraense";"DIM_SOCIAL";46,9497777777778;9;10;"1502939,1502152,1508100,1505551,1507151,1507508,1501782,1506583,1504976"
"Marajó";"DIM_AMBIENTAL";48,1514814814815;9;10;"1502004,1501105,1500701,1504505,1502806,1504901,1506302,1507706,1501808"
"Marajó";"DIM_ECONOMICA";39,2001111111111;9;10;"1502004,1501105,1500701,1504505,1502806,1504901,1506302,1507706,1501808"
"Marajó";"DIM_SOCIAL";36,6173333333333;9;10;"1502004,1501105,1500701,1504505,1502806,1504901,1506302,1507706,1501808"
"Baixo Amazonas";"DIM_AMBIENTAL";43,0116666666667;9;10;"1502855,1501451,1500503,1507979,1505908,1504802,1503903,1506005,1503002"
"Baixo Amazonas";"DIM_ECONOMICA";41,892;9;10;"1502855,1501451,1500503,1507979,1505908,1504802,1503903,1506005,1503002"
"Baixo Amazonas";"DIM_SOCIAL";43,1502222222222;9;10;"1502855,1501451,1500503,1507979,1505908,1504802,1503903,1506005,1503002"
"Sudoeste Paraense";"DIM_AMBIENTAL";43,1866666666667;9;10;"1501006,1505486,1508050,1503606,1505031,1507805,1503754,1504455,1500859"
"Sudoeste Paraense";"DIM_ECONOMICA";43,9367777777778;9;10;"1501006,1505486,1508050,1503606,1505031,1507805,1503754,1504455,1500859"
"Sudoeste Paraense";"DIM_SOCIAL";39,3077777777778;9;10;"1501006,1505486,1508050,1503606,1505031,1507805,1503754,1504455,1500859"
"Metropolitana de Belém";"DIM_AMBIENTAL";63,9992592592593;9;10;"1506351,1501303,1501402,1501907,1501501,1502400,1504422,1500800,1506500"
"Metropolitana de Belém";"DIM_ECONOMICA";56,6662222222222;9;10;"1506351,1501303,1501402,1501907,1501501,1502400,1504422,1500800,1506500"
"Metropolitana de Belém";"DIM_SOCIAL";56,8822222222222;9;10;"1506351,1501303,1501402,1501907,1501501,1502400,1504422,1500800,1506500"
"Nordeste Paraense";"DIM_AMBIENTAL";53,2588888888889;3;11;"1504406,1507201,1505007"
"Nordeste Paraense";"DIM_ECONOMICA";38,6496666666667;3;11;"1504406,1507201,1505007"
"Nordeste Paraense";"DIM_SOCIAL";46,9146666666667;3;11;"1504406,1507201,1505007"
"Sudeste Paraense";"DIM_AMBIENTAL";38,7055555555556;3;11;"1503044,1508407,1502939"
"Sudeste Paraense";"DIM_ECONOMICA";53,525;3;11;"1503044,1508407,1502939"
"Sudeste Paraense";"DIM_SOCIAL";44,73;3;11;"1503044,1508407,1502939"
"Marajó";"DIM_AMBIENTAL";53,5627777777778;3;11;"1501808,1507904,1506302"
"Marajó";"DIM_ECONOMICA";41,527;3;11;"1501808,1507904,1506302"
"Marajó";"DIM_SOCIAL";53,088;3;11;"1501808,1507904,1506302"
"Baixo Amazonas";"DIM_AMBIENTAL";36,0183333333333;3;11;"1500404,1506005,1505106"
"Baixo Amazonas";"DIM_ECONOMICA";37,0126666666667;3;11;"1500404,1506005,1505106"
"Baixo Amazonas";"DIM_SOCIAL";41,3953333333333;3;11;"1500404,1506005,1505106"
"Sudoeste Paraense";"DIM_AMBIENTAL";47,9638888888889;3;11;"1504455,1500602,1503606"
"Sudoeste Paraense";"DIM_ECONOMICA";47,7493333333333;3;11;"1504455,1500602,1503606"
"Sudoeste Paraense";"DIM_SOCIAL";47,9613333333333;3;11;"1504455,1500602,1503606"
"Metropolitana de Belém";"DIM_AMBIENTAL";55,7922222222222;3;11;"1501501,1501303,1501907"
"Metropolitana de Belém";"DIM_ECONOMICA";51,344;3;11;"1501501,1501303,1501907"
"Metropolitana de Belém";"DIM_SOCIAL";46,2473333333333;3;11;"1501501,1501303,1501907"
"Nordeste Paraense";"DIM_AMBIENTAL";49,938;5;11;"1507409,1504604,1504950,1503457,1504406"
"Nordeste Paraense";"DIM_ECONOMICA";43,4058;5;11;"1507409,1504604,1504950,1503457,1504406"
"Nordeste Paraense";"DIM_SOCIAL";43,9204;5;11;"1507409,1504604,1504950,1503457,1504406"
"Sudeste Paraense";"DIM_AMBIENTAL";41,065;5;11;"1501576,1503044,1502707,1506708,1503705"
"Sudeste Paraense";"DIM_ECONOMICA";49,6478;5;11;"1501576,1503044,1502707,1506708,1503705"
"Sudeste Paraense";"DIM_SOCIAL";45,184;5;11;"1501576,1503044,1502707,1506708,1503705"
"Marajó";"DIM_AMBIENTAL";45,6433333333333;5;11;"1505809,1502509,1507706,1505700,1500701"
"Marajó";"DIM_ECONOMICA";37,209;5;11;"1505809,1502509,1507706,1505700,1500701"
"Marajó";"DIM_SOCIAL";33,2296;5;11;"1505809,1502509,1507706,1505700,1500701"
"Baixo Amazonas";"DIM_AMBIENTAL";43,0836666666667;5;11;"1505650,1505106,1507979,1501451,1503903"
"Baixo Amazonas";"DIM_ECONOMICA";41,4192;5;11;"1505650,1505106,1507979,1501451,1503903"
"Baixo Amazonas";"DIM_SOCIAL";42,288;5;11;"1505650,1505106,1507979,1501451,1503903"
"Sudoeste Paraense";"DIM_AMBIENTAL";39,5093333333333;5;11;"1503754,1500859,1505486,1508159,1500602"
"Sudoeste Paraense";"DIM_ECONOMICA";46,7962;5;11;"1503754,1500859,1505486,1508159,1500602"
"Sudoeste Paraense";"DIM_SOCIAL";41,1672;5;11;"1503754,1500859,1505486,1508159,1500602"
"Metropolitana de Belém";"DIM_AMBIENTAL";55,5723333333333;5;11;"1501907,1503408,1504422,1501402,1507003"
"Metropolitana de Belém";"DIM_ECONOMICA";49,8676;5;11;"1501907,1503408,1504422,1501402,1507003"
"Metropolitana de Belém";"DIM_SOCIAL";54,1376;5;11;"1501907,1503408,1504422,1501402,1507003"
"Nordeste Paraense";"DIM_AMBIENTAL";54,7385714285714;7;11;"1507409,1508209,1505007,1506906,1501600,1507474,1508035"
"Nordeste Paraense";"DIM_ECONOMICA";41,207;7;11;"1507409,1508209,1505007,1506906,1501600,1507474,1508035"
"Nordeste Paraense";"DIM_SOCIAL";47,5868571428571;7;11;"1507409,1508209,1505007,1506906,1501600,1507474,1508035"
"Sudeste Paraense";"DIM_AMBIENTAL";50,2352380952381;7;11;"1506187,1508100,1502764,1505502,1503705,1500347,1507755"
"Sudeste Paraense";"DIM_ECONOMICA";52,9467142857143;7;11;"1506187,1508100,1502764,1505502,1503705,1500347,1507755"
"Sudeste Paraense";"DIM_SOCIAL";45,9874285714286;7;11;"1506187,1508100,1502764,1505502,1503705,1500347,1507755"
"Marajó";"DIM_AMBIENTAL";48,2804761904762;7;11;"1503101,1501105,1505809,1507706,1500305,1501808,1502509"
"Marajó";"DIM_ECONOMICA";37,7597142857143;7;11;"1503101,1501105,1505809,1507706,1500305,1501808,1502509"
"Marajó";"DIM_SOCIAL";31,9908571428571;7;11;"1503101,1501105,1505809,1507706,1500305,1501808,1502509"
"Baixo Amazonas";"DIM_AMBIENTAL";39,2247619047619;7;11;"1505106,1504802,1502855,1505304,1503903,1500404,1505650"
"Baixo Amazonas";"DIM_ECONOMICA";39,9491428571429;7;11;"1505106,1504802,1502855,1505304,1503903,1500404,1505650"
"Baixo Amazonas";"DIM_SOCIAL";41,9657142857143;7;11;"1505106,1504802,1502855,1505304,1503903,1500404,1505650"
"Sudoeste Paraense";"DIM_AMBIENTAL";44,2833333333333;7;11;"1505031,1500859,1504455,1503606,1506195,1507805,1505486"
"Sudoeste Paraense";"DIM_ECONOMICA";44,44;7;11;"1505031,1500859,1504455,1503606,1506195,1507805,1505486"
