datahora,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,ALENQUER,Amazonia,0,0,0.3,-1.797,-54.735,16.8
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,TERRA SANTA,Amazonia,2,0,0.1,-1.99,-56.539,11.1
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,ORIXIMINA,Amazonia,1,0.6,0.1,-1.535,-56.187,12
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,ALENQUER,Amazonia,2,0,0,-1.517,-54.455,7.6
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,MONTE ALEGRE,Amazonia,2,0,0.8,-1.806,-54.347,8.5
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,OBIDOS,Amazonia,0,0,0.8,-1.841,-55.626,14.4
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,CURUA,Amazonia,1,0,0.6,-1.807,-55.065,28.9
2020/11/27 16:30:00,AQUA_M-T,Brasil,PARA,OURILANDIA DO NORTE,Amazonia,2,3.8,0.3,-7.263,-50.655,24.4
2020/11/27 16:35:00,AQUA_M-T,Brasil,PARA,CAPITAO POCO,Amazonia,0,15.9,0,-1.591,-47.022,8.7
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,OBIDOS,Amazonia,0,0,0.1,-1.827,-55.208,39.6
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,OBIDOS,Amazonia,0,0,0.1,-1.902,-55.273,58.9
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,ALENQUER,Amazonia,0,0,0.6,-1.785,-54.718,9.7
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,OBIDOS,Amazonia,0,0,0.5,-1.71,-55.548,6.8
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,TERRA SANTA,Amazonia,2,0,0.1,-1.972,-56.542,15.2
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,ORIXIMINA,Amazonia,1,1,0,-1.375,-56.094,5.6
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,ORIXIMINA,Amazonia,0,1.1,0,-1.376,-56.103,6.8
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,ORIXIMINA,Amazonia,0,1.2,0,-1.314,-56.118,12.5
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,ALENQUER,Amazonia,2,0,0.3,-1.571,-54.45,7.1
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,OBIDOS,Amazonia,0,0,0.3,-1.732,-55.502,16.9
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,ORIXIMINA,Amazonia,1,0.6,0.1,-1.534,-56.178,5.2
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,TERRA SANTA,Amazonia,2,0,0.1,-1.973,-56.551,31.9
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,ALENQUER,Amazonia,2,0,0,-1.499,-54.775,10
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,ORIXIMINA,Amazonia,2,0.1,0.1,-1.482,-55.812,25.4
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,ALENQUER,Amazonia,1,0,0.1,-2.004,-54.571,10.8
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,SANTAREM,Amazonia,2,0,0.2,-2.373,-55.294,7.9
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,SANTAREM,Amazonia,2,0,0.2,-2.844,-54.341,7.4
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,PLACAS,Amazonia,1,0,0.2,-3.827,-54.39,24
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,ITAITUBA,Amazonia,2,0.9,0.1,-3.952,-55.91,7.2
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,URUARA,Amazonia,2,0,0.2,-3.796,-53.675,9
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,2,0.6,0,-6.744,-55.303,10.7
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,RUROPOLIS,Amazonia,0,0,0.1,-4.19,-55.128,20.6
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,AVEIRO,Amazonia,0,0.9,0.1,-3.76,-55.987,5.8
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,ORIXIMINA,Amazonia,2,0.1,0.2,-1.48,-55.803,8
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,SAO FELIX DO XINGU,Amazonia,3,0,0.5,-9.538,-51.694,38.2
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,ORIXIMINA,Amazonia,1,0,0.1,-1.59,-55.926,9.1
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,ORIXIMINA,Amazonia,1,0,0.1,-1.721,-56.011,6.1
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,MONTE ALEGRE,Amazonia,2,0,0.6,-1.58,-53.984,8
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,ALENQUER,Amazonia,0,0,0.9,-1.798,-54.744,8.9
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,ORIXIMINA,Amazonia,2,0,0.3,-1.811,-56.254,15.3
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,ALENQUER,Amazonia,0,0,0.9,-1.778,-54.735,56.9
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,OBIDOS,Amazonia,0,0,0.4,-1.84,-55.617,6
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,CURUA,Amazonia,0,0,0.1,-1.832,-54.981,4.4
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,SANTAREM,Amazonia,2,0,0.2,-2.417,-55.342,13.1
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,SANTAREM,Amazonia,2,0,0.3,-2.761,-54.407,9.1
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,PRAINHA,Amazonia,1,0,0.1,-2.32,-53.841,7.2
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,BELTERRA,Amazonia,2,0,0.1,-3.141,-55,25.3
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,BELTERRA,Amazonia,2,0,0.1,-2.994,-54.933,9.3
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,ALTAMIRA,Amazonia,2,0,0.2,-3.952,-53.413,76.5
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,ALTAMIRA,Amazonia,2,0.1,0.2,-4.018,-53.426,12.1
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,URUARA,Amazonia,2,0,0.1,-3.884,-53.704,16.9
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,ITAITUBA,Amazonia,1,0.2,0,-6.545,-55.322,8.1
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,ALTAMIRA,Amazonia,1,0.9,0,-4.157,-53.558,60.1
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,CURUA,Amazonia,2,0,0,-1.479,-55.283,19.1
2020/11/28 17:20:00,AQUA_M-T,Brasil,PARA,ORIXIMINA,Amazonia,5,0.1,0.5,2.18,-55.945,10.4
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,SAO FELIX DO XINGU,Amazonia,3,0,0.6,-9.55,-51.703,32.3
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,URUARA,Amazonia,2,0.1,0.2,-3.726,-53.691,10.3
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,URUARA,Amazonia,0,0,0.2,-3.733,-53.932,9.9
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,SANTAREM,Amazonia,1,0.4,0.2,-2.682,-54.235,6.3
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,JURUTI,Amazonia,2,0,0.2,-2.292,-56.203,6.2
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,FARO,Amazonia,2,0,0.1,-2.123,-56.691,4.8
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,PRAINHA,Amazonia,0,0.1,0,-2.394,-53.958,17.1
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,ALENQUER,Amazonia,2,0,0.1,-1.572,-54.777,11.7
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,ALENQUER,Amazonia,0,0,0.1,-1.832,-54.851,8.3
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,OBIDOS,Amazonia,2,0,0,-1.597,-55.272,8.1
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,OBIDOS,Amazonia,0,0,0.1,-1.853,-55.643,43.2
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,OBIDOS,Amazonia,0,0,0.1,-1.733,-55.511,21.4
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,ORIXIMINA,Amazonia,0,0,0.1,-1.787,-55.694,16.2
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,0,0,0.2,-7.269,-55.243,8
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,MONTE ALEGRE,Amazonia,2,0,0.6,-1.461,-54.067,53.6
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,JACAREACANGA,Amazonia,4,0.7,0.3,-9.163,-56.718,9.7
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,ALENQUER,Amazonia,2,0,0.3,-1.811,-54.574,65.4
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,0,0,0,-7.634,-55.618,4
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,SAO FELIX DO XINGU,Amazonia,0,0.3,0.1,-6.476,-52.749,9.9
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,RUROPOLIS,Amazonia,2,0,0.1,-4.031,-54.855,7.5
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,ITAITUBA,Amazonia,2,0.9,0.1,-3.95,-55.901,14.1
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,MEDICILANDIA,Amazonia,0,0.1,0.2,-3.486,-53.167,6.3
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,JURUTI,Amazonia,2,0,0.2,-2.293,-56.212,9.1
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,SANTAREM,Amazonia,2,0,0.3,-2.758,-54.388,12.4
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,SAO FELIX DO XINGU,Amazonia,3,0,0.6,-9.548,-51.693,32.1
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,2,0.2,0.1,-6.709,-55.379,14.3
2020/11/28 17:20:00,AQUA_M-T,Brasil,PARA,ORIXIMINA,Amazonia,5,0.1,0.5,2.179,-55.954,17.3
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,SAO FELIX DO XINGU,Amazonia,3,0,0.6,-9.54,-51.705,47.8
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,RUROPOLIS,Amazonia,2,0,0.1,-4.033,-54.864,6.9
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,PLACAS,Amazonia,0,0,0.2,-3.98,-54.309,12.9
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,ALENQUER,Amazonia,2,0,0.4,-1.547,-54.47,36.5
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,PLACAS,Amazonia,1,0,0.3,-3.828,-54.399,19
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,URUARA,Amazonia,2,0,0.1,-3.892,-53.693,45.9
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,ITAITUBA,Amazonia,1,0.2,0,-6.536,-55.324,17
2020/11/28 17:15:00,AQUA_M-T,Brasil,PARA,ALENQUER,Amazonia,2,0,0,-1.385,-55.076,9
2020/11/29 16:20:00,AQUA_M-T,Brasil,PARA,CAMETA,Amazonia,,,,-2.343,-49.645,49.8
2020/11/29 16:20:00,AQUA_M-T,Brasil,PARA,SALVATERRA,Amazonia,,,,-0.91,-48.609,239.1
2020/11/29 16:20:00,AQUA_M-T,Brasil,PARA,MOJU,Amazonia,,,,-3.325,-49.048,26.6
2020/11/29 16:20:00,AQUA_M-T,Brasil,PARA,SALVATERRA,Amazonia,,,,-0.909,-48.626,95.3
2020/11/29 16:20:00,AQUA_M-T,Brasil,PARA,SALVATERRA,Amazonia,,,,-0.906,-48.605,255.8
2020/11/29 16:20:00,AQUA_M-T,Brasil,PARA,VISEU,Amazonia,,,,-1.175,-46.145,17.4
2020/11/29 16:20:00,AQUA_M-T,Brasil,PARA,CACHOEIRA DO ARARI,Amazonia,,,,-0.913,-48.63,20.5
2020/11/29 16:20:00,AQUA_M-T,Brasil,PARA,SALVATERRA,Amazonia,,,,-0.919,-48.603,20.8
2020/11/29 16:20:00,AQUA_M-T,Brasil,PARA,SOURE,Amazonia,,,,-0.591,-48.866,30
2020/11/30 17:05:00,AQUA_M-T,Brasil,PARA,PRAINHA,Amazonia,,,,-2.401,-54.165,4.9
2020/11/30 17:05:00,AQUA_M-T,Brasil,PARA,SANTAREM,Amazonia,,,,-2.516,-54.32,10
2020/11/30 17:05:00,AQUA_M-T,Brasil,PARA,PRAINHA,Amazonia,,,,-2.492,-54.224,16
2020/11/30 17:05:00,AQUA_M-T,Brasil,PARA,SANTAREM,Amazonia,,,,-2.514,-54.31,13
2020/11/30 17:05:00,AQUA_M-T,Brasil,PARA,SAO FELIX DO XINGU,Amazonia,,,,-6.118,-52.755,7.9
2020/11/30 17:05:00,AQUA_M-T,Brasil,PARA,URUARA,Amazonia,,,,-3.564,-53.555,11.9
2020/11/30 17:05:00,AQUA_M-T,Brasil,PARA,XINGUARA,Amazonia,,,,-6.678,-49.433,93.1
2020/11/30 17:05:00,AQUA_M-T,Brasil,PARA,BELTERRA,Amazonia,,,,-3.112,-54.98,13.3
2020/11/30 17:05:00,AQUA_M-T,Brasil,PARA,FLORESTA DO ARAGUAIA,Amazonia,,,,-7.787,-49.658,5.8
2020/11/30 17:05:00,AQUA_M-T,Brasil,PARA,PRAINHA,Amazonia,,,,-2.495,-54.174,287
2020/11/30 17:05:00,AQUA_M-T,Brasil,PARA,PONTA DE PEDRAS,Amazonia,,,,-1.08,-48.942,23.9
2020/11/30 17:05:00,AQUA_M-T,Brasil,PARA,FLORESTA DO ARAGUAIA,Amazonia,,,,-7.459,-49.801,14.9
2020/11/30 17:05:00,AQUA_M-T,Brasil,PARA,PRAINHA,Amazonia,,,,-2.502,-54.222,248.3
2020/11/30 17:05:00,AQUA_M-T,Brasil,PARA,CONCEICAO DO ARAGUAIA,Amazonia,,,,-8.101,-49.426,13.6
2020/11/30 17:05:00,AQUA_M-T,Brasil,PARA,CONCEICAO DO ARAGUAIA,Amazonia,,,,-8.241,-49.676,19
2020/11/30 17:05:00,AQUA_M-T,Brasil,PARA,SAO FELIX DO XINGU,Amazonia,,,,-6.108,-52.757,7.7
2020/11/30 17:05:00,AQUA_M-T,Brasil,PARA,CONCEICAO DO ARAGUAIA,Amazonia,,,,-7.753,-49.3,13.7
2020/12/01 16:10:00,AQUA_M-T,Brasil,PARA,RONDON DO PARA,Amazonia,,,,-4.525,-48.734,67.2
2020/12/01 16:10:00,AQUA_M-T,Brasil,PARA,SAO FRANCISCO DO PARA,Amazonia,,,,-1.282,-47.654,39.9
2020/12/02 16:50:00,AQUA_M-T,Brasil,PARA,ALTAMIRA,Amazonia,0,3.7,0.1,-3.511,-52.145,7
2020/12/02 16:50:00,AQUA_M-T,Brasil,PARA,CAPITAO POCO,Amazonia,0,0.8,0,-2.09,-47.336,7.2
2020/12/02 16:50:00,AQUA_M-T,Brasil,PARA,AURORA DO PARA,Amazonia,0,3.2,0,-2.42,-48.018,18.6
2020/12/02 16:50:00,AQUA_M-T,Brasil,PARA,BRASIL NOVO,Amazonia,2,0.1,0.2,-3.716,-52.655,16.9
2020/12/02 16:50:00,AQUA_M-T,Brasil,PARA,URUARA,Amazonia,1,0.5,0.1,-3.457,-53.82,10.5
2020/12/02 16:50:00,AQUA_M-T,Brasil,PARA,BREU BRANCO,Amazonia,0,1.5,0,-3.986,-49.119,30.5
2020/12/02 16:50:00,AQUA_M-T,Brasil,PARA,MONTE ALEGRE,Amazonia,0,0.1,0.2,-1.568,-54.324,30.3
2020/12/02 16:50:00,AQUA_M-T,Brasil,PARA,BARCARENA,Amazonia,0,11.4,0,-1.68,-48.689,44.3
2020/12/03 17:35:00,AQUA_M-T,Brasil,PARA,ALENQUER,Amazonia,0,0,0,-1.784,-55.037,11.4
2020/12/03 17:35:00,AQUA_M-T,Brasil,PARA,PLACAS,Amazonia,2,0.2,0.2,-3.628,-54.649,67.5
2020/12/03 17:35:00,AQUA_M-T,Brasil,PARA,SANTAREM,Amazonia,3,0.1,0.2,-2.29,-55.69,33.5
2020/12/03 17:35:00,AQUA_M-T,Brasil,PARA,RUROPOLIS,Amazonia,2,0,0.1,-4.276,-55.149,26.5
2020/12/03 17:35:00,AQUA_M-T,Brasil,PARA,ORIXIMINA,Amazonia,2,0,0.1,-1.603,-55.941,33.9
2020/12/03 17:35:00,AQUA_M-T,Brasil,PARA,URUARA,Amazonia,0,0.5,0.2,-3.459,-54.124,29.1
2020/12/03 17:35:00,AQUA_M-T,Brasil,PARA,MOJUI DOS CAMPOS,Amazonia,2,0.8,0.3,-3.014,-54.712,40.9
2020/12/03 17:35:00,AQUA_M-T,Brasil,PARA,ALENQUER,Amazonia,0,0,0,-1.778,-55.032,17.9
2020/12/03 17:35:00,AQUA_M-T,Brasil,PARA,URUARA,Amazonia,0,0.5,0.2,-3.45,-54.144,89.4
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,CAPITAO POCO,Amazonia,,,,-1.935,-47.214,6.4
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,OBIDOS,Amazonia,,,,-1.635,-55.631,102.3
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,OBIDOS,Amazonia,,,,-1.452,-55.505,87.8
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,OBIDOS,Amazonia,,,,-1.459,-55.511,104.4
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,NOVO REPARTIMENTO,Amazonia,,,,-4.305,-50.739,20.8
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,PRAINHA,Amazonia,,,,-1.656,-53.392,16.1
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,CACHOEIRA DO PIRIA,Amazonia,,,,-1.711,-46.48,23.1
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,BRAGANCA,Amazonia,,,,-1.389,-46.742,7.4
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,SANTAREM,Amazonia,,,,-2.292,-55.671,48
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,CACHOEIRA DO PIRIA,Amazonia,,,,-2.069,-46.541,10.5
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,SAO DOMINGOS DO CAPIM,Amazonia,,,,-2.175,-47.933,11.4
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,ELDORADO DO CARAJAS,Amazonia,,,,-5.809,-49.254,15.3
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,NOVO REPARTIMENTO,Amazonia,,,,-4.297,-50.68,20.9
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,BREU BRANCO,Amazonia,,,,-4.048,-49.253,14.2
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,URUARA,Amazonia,,,,-3.52,-53.262,42
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,BREU BRANCO,Amazonia,,,,-3.95,-49.503,27.4
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,CACHOEIRA DO PIRIA,Amazonia,,,,-1.859,-46.483,7.8
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,PARAGOMINAS,Amazonia,,,,-2.778,-47.706,15.1
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,ACARA,Amazonia,,,,-1.941,-48.421,11
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,GARRAFAO DO NORTE,Amazonia,,,,-2.069,-47.06,66.3
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,PARAGOMINAS,Amazonia,,,,-3.787,-48.067,29.3
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,VISEU,Amazonia,,,,-1.896,-46.678,12.3
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,BELTERRA,Amazonia,,,,-3.443,-54.901,29.6
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,IRITUIA,Amazonia,,,,-1.755,-47.305,16.2
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,URUARA,Amazonia,,,,-3.461,-53.586,22.6
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,VISEU,Amazonia,,,,-1.358,-46.455,15.9
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,GARRAFAO DO NORTE,Amazonia,,,,-1.96,-46.998,7.7
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,OUREM,Amazonia,,,,-1.565,-47.261,9.7
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,IRITUIA,Amazonia,,,,-1.648,-47.588,12.1
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,VISEU,Amazonia,,,,-1.941,-46.672,49
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,SANTAREM,Amazonia,,,,-2.285,-55.676,50.7
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,URUARA,Amazonia,,,,-2.945,-53.89,29.6
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,OBIDOS,Amazonia,,,,-1.627,-55.64,109.5
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,IRITUIA,Amazonia,,,,-1.655,-47.568,25
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,ALENQUER,Amazonia,,,,-1.514,-54.432,51.6
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,VIGIA,Amazonia,,,,-0.927,-48.138,4.5
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,MARABA,Amazonia,,,,-5.811,-49.266,66.6
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,CONCORDIA DO PARA,Amazonia,,,,-1.723,-47.911,7.6
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,CONCORDIA DO PARA,Amazonia,,,,-1.857,-48.012,13.6
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,SENADOR JOSE PORFIRIO,Amazonia,,,,-3.702,-51.586,24.7
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,SAO MIGUEL DO GUAMA,Amazonia,,,,-1.572,-47.7,24.2
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,BRAGANCA,Amazonia,,,,-1.31,-46.897,23.3
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,IRITUIA,Amazonia,,,,-1.646,-47.57,7.6
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,SAO MIGUEL DO GUAMA,Amazonia,,,,-1.566,-47.597,3.9
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,PACAJA,Amazonia,,,,-3.728,-51.209,11
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,MONTE ALEGRE,Amazonia,,,,-1.816,-53.973,46.3
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,PLACAS,Amazonia,,,,-3.595,-54.684,46.6
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,CAPITAO POCO,Amazonia,,,,-2.176,-47.419,18
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,SAO MIGUEL DO GUAMA,Amazonia,,,,-1.603,-47.658,16.4
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,ALENQUER,Amazonia,,,,-1.566,-54.471,33.1
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,SAO DOMINGOS DO CAPIM,Amazonia,,,,-1.997,-47.71,31.8
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,NOVA TIMBOTEUA,Amazonia,,,,-1.309,-47.399,18
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,TERRA ALTA,Amazonia,,,,-1.052,-47.792,10.6
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,PEIXE-BOI,Amazonia,,,,-1.178,-47.323,44.6
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,GARRAFAO DO NORTE,Amazonia,,,,-2.302,-47.137,10.2
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,CAPANEMA,Amazonia,,,,-1.129,-47.109,6.2
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,CACHOEIRA DO PIRIA,Amazonia,,,,-1.895,-46.29,12.7
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,GOIANESIA DO PARA,Amazonia,,,,-3.996,-48.821,20
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,URUARA,Amazonia,,,,-3.474,-53.995,58.2
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,ACARA,Amazonia,,,,-1.905,-48.235,16.4
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,CAPITAO POCO,Amazonia,,,,-1.735,-47.169,63.2
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,BRAGANCA,Amazonia,,,,-1.521,-46.82,15
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,SAO MIGUEL DO GUAMA,Amazonia,,,,-1.602,-47.648,7.2
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,SAO MIGUEL DO GUAMA,Amazonia,,,,-1.603,-47.463,23
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,IPIXUNA DO PARA,Amazonia,,,,-2.566,-47.643,21
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,GARRAFAO DO NORTE,Amazonia,,,,-2.015,-46.939,12.8
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,IRITUIA,Amazonia,,,,-1.961,-47.397,17.3
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,MOJU,Amazonia,,,,-2.453,-49.165,16
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,CUMARU DO NORTE,Amazonia,,,,-8.026,-50.745,29.5
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,NOVO PROGRESSO,Amazonia,,,,-6.696,-55.46,46.1
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,MARABA,Amazonia,,,,-5.806,-49.273,35.8
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,TOME-ACU,Amazonia,,,,-2.293,-48.245,5.4
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,NOVA ESPERANCA DO PIRIA,Amazonia,,,,-2.253,-46.666,6.9
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,IGARAPE-ACU,Amazonia,,,,-1.197,-47.524,8.3
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,NOVO REPARTIMENTO,Amazonia,,,,-4.322,-50.123,14.8
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,SAO DOMINGOS DO CAPIM,Amazonia,,,,-1.988,-47.711,114.7
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,ALENQUER,Amazonia,,,,-1.712,-54.861,35.7
2020/12/04 16:40:00,AQUA_M-T,Brasil,PARA,ALENQUER,Amazonia,,,,-1.716,-54.89,25.6
